ID,Testamento,Libro,Referencia,Nivel,Pregunta,Opcion_A,Opcion_B,Opcion_C,Opcion_D,Opcion_correcta,Respuesta_correcta,Explicacion_breve,Estado_QA,Revision_humana,Activa_app
QB1011,NT,Colosenses,Colosenses 1:13,Intermedio,¿A qué reino dice Pablo que fueron trasladados los creyentes al ser librados del poder de las tinieblas?,Al reino de su amado Hijo,Al reino de Herodes,Al imperio romano,Al reino de David terrenal,A,Al reino de su amado Hijo,Pablo afirma que Dios libró a los creyentes de las tinieblas y los trasladó al reino de su Hijo.,Revisar,No,No
QB1012,NT,Colosenses,Colosenses 1:16,Avanzado,"Según Pablo, ¿por medio de quién fueron creadas todas las cosas visibles e invisibles?",Por Moisés,Por los ángeles,Por Cristo,Por los profetas,C,Por Cristo,Pablo presenta a Cristo como aquel por medio de quien fueron creadas todas las cosas.,Revisar,No,No
QB1013,NT,Colosenses,Colosenses 2:12,Basico,¿Con quién dice Pablo que fueron sepultados los creyentes en el bautismo?,Con Moisés,Con Abraham,Con Juan el Bautista,Con Cristo,D,Con Cristo,Pablo relaciona el bautismo con haber sido sepultados con Cristo y también resucitados con él.,Revisar,No,No
QB1014,NT,Colosenses,Colosenses 4:17,Experto,¿A quién pide Pablo decirle que cuide el ministerio recibido en el Señor?,A Arquipo,A Lucas,A Marcos,A Tíquico,A,A Arquipo,Pablo dirige a Arquipo una exhortación concreta para que atienda y cumpla el ministerio recibido en el Señor.,Revisar,No,No
QB1015,NT,Colosenses,Colosenses 3:12,Intermedio,¿Qué actitud menciona Pablo entre las que deben vestir los escogidos de Dios?,Ambición política,Misericordia,Deseo de riqueza,Búsqueda de prestigio,B,Misericordia,Pablo incluye la misericordia entre las actitudes que deben caracterizar a los creyentes.,Revisar,No,No
QB1016,NT,Colosenses,Colosenses 4:3,Avanzado,¿Qué pide Pablo que Dios abra mientras solicita oración por su ministerio?,Una ruta hacia Jerusalén,Una casa para hospedarse,Una puerta para la palabra,Un cargo entre los gobernantes,C,Una puerta para la palabra,Pablo pide oración para que Dios abra una oportunidad de anunciar el mensaje.,Revisar,No,No
QB1017,NT,Colosenses,Colosenses 4:14,Basico,¿Qué profesión atribuye Pablo a Lucas al enviar saludos?,Escriba,Soldado,Comerciante,Médico,D,Médico,Pablo menciona a Lucas y lo identifica como médico al transmitir sus saludos.,Revisar,No,No
QB1018,NT,1 Tesalonicenses,1 Tesalonicenses 1:9,Basico,¿Qué dejaron los tesalonicenses para servir al Dios vivo y verdadero?,Sus oficios,Los ídolos,Sus familias,La ciudad,B,Los ídolos,Pablo recuerda que se volvieron a Dios dejando los ídolos para servir al Dios vivo y verdadero.,Revisar,No,No
QB1019,NT,1 Tesalonicenses,1 Tesalonicenses 2:9,Intermedio,¿Por qué dice Pablo que trabajó de noche y de día mientras anunciaba el evangelio?,Para reunir una fortuna,Para pagar un viaje a Roma,Para no ser carga a ninguno de ellos,Para competir con otros maestros,C,Para no ser carga a ninguno de ellos,Pablo recuerda su trabajo constante para no resultar una carga mientras proclamaba el evangelio.,Revisar,No,No
QB1020,NT,1 Tesalonicenses,1 Tesalonicenses 3:2,Avanzado,¿Para qué fue enviado Timoteo a los tesalonicenses durante las dificultades?,Para llevar una colecta a Jerusalén,Para organizar un viaje a Roma,Para reemplazar definitivamente a Pablo,Para fortalecerlos y animarlos en la fe,D,Para fortalecerlos y animarlos en la fe,Timoteo fue enviado para fortalecer y alentar a la comunidad en su fe durante las pruebas.,Revisar,No,No
QB1021,NT,1 Tesalonicenses,1 Tesalonicenses 4:3,Intermedio,¿De qué conducta pide Pablo apartarse al hablar de la voluntad de Dios y la santificación?,De la inmoralidad sexual,Del trabajo manual,De la hospitalidad,Del cuidado de la comunidad,A,De la inmoralidad sexual,Pablo relaciona la santificación con apartarse de la inmoralidad sexual.,Revisar,No,No
QB1022,NT,1 Tesalonicenses,1 Tesalonicenses 5:12-13,Avanzado,"¿Qué actitud pide Pablo hacia quienes trabajan, dirigen y amonestan en la comunidad?",Ignorarlos por completo,Reconocerlos y estimarlos con amor,Sustituirlos cada semana,Exigirles una recompensa material,B,Reconocerlos y estimarlos con amor,Pablo pide reconocer y apreciar con amor a quienes sirven y orientan a la comunidad.,Revisar,No,No
QB1023,NT,1 Tesalonicenses,1 Tesalonicenses 5:23,Experto,¿Qué tres aspectos menciona Pablo al pedir que sean preservados íntegros para la venida del Señor?,"Mente, fuerza y corazón","Fe, esperanza y amor","Espíritu, alma y cuerpo","Palabra, obra y pensamiento",C,"Espíritu, alma y cuerpo","Pablo menciona espíritu, alma y cuerpo al expresar su deseo de preservación completa.",Revisar,No,No
QB1024,NT,2 Tesalonicenses,2 Tesalonicenses 1:3,Basico,¿Qué reconoce Pablo que crece entre los tesalonicenses?,La fe y el amor mutuo,La riqueza de la ciudad,El poder político,La cantidad de viajes,A,La fe y el amor mutuo,Pablo agradece el crecimiento de la fe y del amor entre los miembros de la comunidad.,Revisar,No,No
QB1025,NT,2 Tesalonicenses,2 Tesalonicenses 1:11,Intermedio,¿Qué pide Pablo que Dios lleve a cumplimiento con poder en los creyentes?,La expansión de un reino humano,Un proyecto militar,Todo propósito de bondad y obra de fe,Una peregrinación anual,C,Todo propósito de bondad y obra de fe,Pablo ora para que Dios haga fructificar los buenos propósitos y las obras nacidas de la fe.,Revisar,No,No
QB1026,NT,2 Tesalonicenses,2 Tesalonicenses 2:15,Avanzado,¿Qué exhortación da Pablo a los creyentes frente a lo que habían aprendido?,Olvidarlo para comenzar de nuevo,Cambiarlo según cada ciudad,Reservarlo solo para los dirigentes,Mantenerse firmes y conservar la enseñanza recibida,D,Mantenerse firmes y conservar la enseñanza recibida,Pablo exhorta a permanecer firmes y conservar lo recibido mediante su enseñanza.,Revisar,No,No
QB1027,NT,2 Tesalonicenses,2 Tesalonicenses 2:3,Experto,¿Qué acontecimientos menciona Pablo como previos al día del Señor?,La rebelión y la manifestación del hombre impío descrito en el pasaje,La reconstrucción del templo por Herodes,El viaje de Pablo a Roma,La coronación de un nuevo rey de Israel,A,La rebelión y la manifestación del hombre impío descrito en el pasaje,Pablo señala una rebelión y la manifestación del personaje impío del pasaje antes de ese día.,Revisar,No,No
QB1028,NT,1 Timoteo,1 Timoteo 1:5,Experto,¿Qué tres elementos menciona Pablo como base del amor que busca su instrucción?,"Conocimiento, autoridad y tradición","Corazón limpio, buena conciencia y fe sincera","Ayuno, peregrinación y sacrificio","Riqueza, educación y prestigio",B,"Corazón limpio, buena conciencia y fe sincera","Pablo relaciona el amor que busca su enseñanza con un corazón limpio, una buena conciencia y una fe sincera.",Revisar,No,No
QB1029,NT,1 Timoteo,1 Timoteo 1:18,Avanzado,¿A quién dirige Pablo la exhortación de combatir el buen combate conforme a las palabras proféticas recibidas?,A Tito,A Silas,A Timoteo,A Lucas,C,A Timoteo,Pablo dirige esta exhortación personalmente a Timoteo y la vincula con las palabras proféticas relacionadas con él.,Revisar,No,No
QB1030,NT,1 Timoteo,1 Timoteo 2:1,Basico,¿Por quiénes recomienda Pablo hacer peticiones oraciones intercesiones y acciones de gracias?,Solo por la propia comunidad,Únicamente por los dirigentes de la iglesia,Solo por quienes sufren,Por todas las personas,D,Por todas las personas,Pablo comienza esta sección recomendando una oración amplia que incluya a todas las personas.,Revisar,No,No
QB1031,NT,1 Timoteo,1 Timoteo 3:1,Intermedio,¿Qué función dice Pablo que desea una buena obra quien aspira a ella?,La supervisión o liderazgo de la comunidad,La ciudadanía romana,El sacerdocio del templo,La administración imperial,A,La supervisión o liderazgo de la comunidad,Pablo presenta el deseo de ejercer una función de supervisión como aspiración a una buena obra y luego enumera cualidades necesarias.,Revisar,No,No
QB1032,NT,1 Timoteo,1 Timoteo 4:12,Avanzado,¿En qué aspectos pide Pablo a Timoteo que sea ejemplo pese a su juventud?,Solo en conocimiento y autoridad,"En palabra, conducta, amor, fe y pureza",En riqueza y posición social,En viajes y capacidad política,B,"En palabra, conducta, amor, fe y pureza",Pablo anima a Timoteo a no dejar que su juventud lo limite y a convertirse en ejemplo mediante varias dimensiones de su vida.,Revisar,No,No
QB1033,NT,1 Timoteo,1 Timoteo 5:1-2,Basico,¿Cómo recomienda Pablo tratar a las personas mayores y jóvenes dentro de la comunidad?,Como rivales,Según su posición económica,Como miembros de una familia,Como desconocidos,C,Como miembros de una familia,Pablo usa relaciones familiares como modelo para orientar el trato respetuoso entre distintas edades y sexos.,Revisar,No,No
QB1034,NT,1 Timoteo,1 Timoteo 6:12,Avanzado,¿Qué imagen utiliza Pablo al exhortar a Timoteo a perseverar en la fe?,Construir una ciudad,Cultivar un campo,Conducir una embarcación,Combatir el buen combate,D,Combatir el buen combate,Pablo emplea la imagen de un combate para describir la perseverancia en la fe.,Revisar,No,No
QB1035,NT,1 Timoteo,1 Timoteo 6:17-19,Intermedio,¿Dónde pide Pablo que los ricos pongan su esperanza en lugar de confiar en la incertidumbre de las riquezas?,En Dios,En sus propiedades,En los gobernantes,En su experiencia,A,En Dios,Pablo advierte sobre la inseguridad de las riquezas y orienta la esperanza hacia Dios.,Revisar,No,No
QB1036,NT,2 Timoteo,2 Timoteo 1:5,Basico,¿Qué dos mujeres de la familia de Timoteo menciona Pablo al recordar su fe sincera?,María y Marta,Loida y Eunice,Priscila y Lidia,Juana y Susana,B,Loida y Eunice,Pablo recuerda la fe que estuvo antes en Loida y Eunice y que reconoce también en Timoteo.,Revisar,No,No
QB1037,NT,2 Timoteo,2 Timoteo 1:7,Intermedio,¿Qué contraste hace Pablo sobre el espíritu recibido de Dios?,Temor frente a silencio,Riqueza frente a pobreza,Cobardía frente a poder amor y dominio propio,Conocimiento frente a ignorancia,C,Cobardía frente a poder amor y dominio propio,Pablo afirma que el espíritu recibido no impulsa a la cobardía sino que se relaciona con poder amor y dominio propio.,Revisar,No,No
QB1038,NT,2 Timoteo,2 Timoteo 2:3-6,Avanzado,¿Qué tres ejemplos utiliza Pablo para ilustrar esfuerzo disciplina y constancia?,Sacerdote escriba y rey,Pescador comerciante y juez,Pastor constructor y marinero,Soldado atleta y agricultor,D,Soldado atleta y agricultor,Pablo presenta sucesivamente al soldado al atleta y al agricultor como ejemplos para Timoteo.,Revisar,No,No
QB1039,NT,2 Timoteo,2 Timoteo 3:14-15,Basico,¿Qué recomienda Pablo a Timoteo respecto de lo que ha aprendido desde su infancia?,Permanecer en lo aprendido y en las Escrituras conocidas,Abandonarlo para buscar nuevas ideas,Reservarlo solo para sí mismo,Sustituirlo por tradiciones romanas,A,Permanecer en lo aprendido y en las Escrituras conocidas,Pablo anima a Timoteo a permanecer en lo que aprendió y recuerda su conocimiento de las Escrituras desde la infancia.,Revisar,No,No
QB1040,NT,2 Timoteo,2 Timoteo 3:16-17,Intermedio,¿Qué utilidad atribuye Pablo a la Escritura en 2 Timoteo 3:16-17?,Solo conservar registros históricos,"Enseñar, corregir y formar para una vida justa",Servir únicamente para debates,Reemplazar toda responsabilidad personal,B,"Enseñar, corregir y formar para una vida justa",Pablo describe la Escritura como útil para formar y capacitar integralmente a la persona para realizar buenas obras.,Revisar,No,No
QB1041,NT,2 Timoteo,2 Timoteo 4:6-8,Avanzado,¿Qué imagen usa Pablo para describir su trayectoria al acercarse el final de su vida?,Un edificio concluido,Un viaje marítimo,Una carrera terminada después de combatir fielmente,Un campo recién sembrado,C,Una carrera terminada después de combatir fielmente,Pablo utiliza las imágenes del combate y la carrera para expresar que ha llegado al final conservando la fe.,Revisar,No,No
QB1042,NT,Tito,Tito 1:5,Experto,¿En qué isla dejó Pablo a Tito para completar lo pendiente y establecer responsables en las ciudades?,Chipre,Malta,Patmos,Creta,D,Creta,Pablo recuerda a Tito que lo dejó en Creta para completar la organización de las comunidades de la isla.,Revisar,No,No
QB1043,NT,Tito,Tito 2:1,Basico,¿Qué pide Pablo a Tito que enseñe?,Lo que corresponde a una enseñanza sana,Las estrategias militares romanas,Las leyes comerciales,Las tradiciones de cada ciudad,A,Lo que corresponde a una enseñanza sana,Pablo encarga a Tito comunicar enseñanzas coherentes con una doctrina sana.,Revisar,No,No
QB1044,NT,Tito,Tito 3:1-2,Intermedio,¿Qué actitud pide Pablo respecto de gobernantes y autoridades?,Desobedecerlos sistemáticamente,Estar sujetos y dispuestos a hacer el bien,Evitar toda relación con ellos,Intentar reemplazarlos,B,Estar sujetos y dispuestos a hacer el bien,Pablo recomienda una conducta respetuosa y orientada al bien dentro de la vida social.,Revisar,No,No
QB1045,NT,Tito,Tito 3:9,Avanzado,¿Qué tipo de discusiones recomienda Pablo evitar porque son inútiles?,Debates sobre trabajo y agricultura,Conversaciones sobre viajes,"Controversias insensatas, genealogías y disputas sobre la ley",Preguntas sobre historia local,C,"Controversias insensatas, genealogías y disputas sobre la ley",Pablo aconseja evitar debates que no producen fruto y generan divisiones innecesarias.,Revisar,No,No
QB1046,NT,Tito,Tito 3:12,Avanzado,¿A qué ciudad pide Pablo a Tito que procure ir para reunirse con él?,Roma,Éfeso,Corinto,Nicópolis,D,Nicópolis,Pablo indica que ha decidido pasar el invierno en Nicópolis y pide a Tito que intente reunirse allí con él.,Revisar,No,No
QB1047,NT,Tito,Tito 2:7-8,Intermedio,¿En qué pide Pablo a Tito que se muestre como ejemplo al enseñar?,En buenas obras y una enseñanza íntegra,En riqueza y autoridad,En habilidades comerciales,En viajes constantes,A,En buenas obras y una enseñanza íntegra,Pablo pide a Tito que su propia vida y enseñanza sirvan como modelo coherente para los demás.,Revisar,No,No
QB1048,NT,Tito,Tito 3:14,Basico,¿Qué aprendizaje práctico pide Pablo para los creyentes al final de Tito 3?,Evitar todo trabajo,Aprender a dedicarse a buenas obras para atender necesidades,Depender siempre de otros,Limitarse a escuchar sin actuar,B,Aprender a dedicarse a buenas obras para atender necesidades,Pablo exhorta a aprender una práctica constante de buenas obras que responda a necesidades reales.,Revisar,No,No
QB1049,NT,Filemón,Filemón 1:4-7,Intermedio,¿Qué cualidades de Filemón dice Pablo que escucha y agradece?,Su riqueza y posición,Su conocimiento de lenguas,Su amor y fe,Su influencia política,C,Su amor y fe,Pablo expresa gratitud por las noticias que recibe acerca del amor y la fe de Filemón.,Revisar,No,No
QB1050,NT,Filemón,Filemón 1:8-10,Avanzado,¿A favor de quién decide Pablo pedir en vez de limitarse a ordenar?,De Timoteo,De Tito,De Marcos,De Onésimo,D,De Onésimo,Pablo transforma una posible orden en una petición personal a favor de Onésimo.,Revisar,No,No
QB1051,NT,Filemón,Filemón 1:15-16,Experto,¿Qué nueva relación propone Pablo entre Filemón y Onésimo?,Recibirlo ya no solo como esclavo sino como hermano,Convertirlo en administrador de todas sus propiedades,Enviarlo de inmediato a Roma,Ignorar lo ocurrido anteriormente,A,Recibirlo ya no solo como esclavo sino como hermano,Pablo invita a Filemón a considerar a Onésimo desde una relación transformada que supera su condición anterior.,Revisar,No,No
QB1052,NT,Filemón,Filemón 1:17,Intermedio,¿Cómo pide Pablo que Filemón reciba a Onésimo si considera a Pablo compañero?,Como a un desconocido,Como recibiría al propio Pablo,Como a un empleado temporal,Como a un mensajero sin relación personal,B,Como recibiría al propio Pablo,Pablo vincula su propia relación con Filemón al modo en que pide que sea recibido Onésimo.,Revisar,No,No
QB1053,NT,Filemón,Filemón 1:18-19,Basico,¿Qué ofrece Pablo hacer si Onésimo causó algún daño o tiene una deuda?,Pedir a la iglesia que la pague,Ignorar la deuda,Cargarla a su propia cuenta,Entregarla a los tribunales,C,Cargarla a su propia cuenta,Pablo asume personalmente la responsabilidad económica que pudiera estar pendiente.,Revisar,No,No
QB1054,NT,Filemón,Filemón 1:21-22,Avanzado,¿Qué petición práctica añade Pablo después de expresar confianza en la obediencia de Filemón?,Que viaje a Jerusalén,Que venda una propiedad,Que envíe a Onésimo a Corinto,Que prepare alojamiento para una posible visita,D,Que prepare alojamiento para una posible visita,Pablo pide que se prepare un lugar para hospedarlo porque espera poder visitar a Filemón.,Revisar,No,No
QB1055,NT,Filemón,Filemón 1:23-24,Intermedio,¿Qué persona aparece junto a Marcos Aristarco y Lucas entre los colaboradores que envían saludos?,Demas,Silas,Apolos,Gayo,A,Demas,Pablo incluye a Demas entre los colaboradores que envían saludos al final de la carta.,Revisar,No,No
QB1056,NT,Hebreos,Hebreos 1:1-2,Basico,¿Por medio de quién dice Hebreos que Dios ha hablado de manera culminante en estos últimos tiempos?,Por los reyes,Por el Hijo,Por los jueces,Por los escribas,B,Por el Hijo,Hebreos contrasta las formas antiguas de comunicación con la revelación culminante realizada por medio del Hijo.,Revisar,No,No
QB1057,NT,Hebreos,Hebreos 2:1,Intermedio,¿Qué exhortación da Hebreos respecto del mensaje escuchado?,Olvidarlo para evitar debates,Reemplazarlo por otras ideas,Prestarle mayor atención para no desviarse,Reservarlo solo para los dirigentes,C,Prestarle mayor atención para no desviarse,Hebreos pide una atención cuidadosa al mensaje recibido para evitar apartarse de él.,Revisar,No,No
QB1058,NT,Hebreos,Hebreos 3:7-8,Avanzado,¿Qué advierte el autor que no debe endurecerse al escuchar hoy la voz de Dios?,La mente,La voluntad,La memoria,El corazón,D,El corazón,El pasaje exhorta a responder a la voz de Dios sin endurecer el corazón como ocurrió en la historia de Israel.,Revisar,No,No
QB1059,NT,Hebreos,Hebreos 4:12,Intermedio,¿Cómo describe Hebreos la palabra de Dios?,Viva eficaz y penetrante como una espada,Antigua y difícil de comprender,Limitada a una época concreta,Útil solo para dirigentes,A,Viva eficaz y penetrante como una espada,Hebreos usa una imagen intensa para describir la capacidad de la palabra de Dios de alcanzar el interior de la persona.,Revisar,No,No
QB1060,NT,Hebreos,Hebreos 5:7,Basico,¿Qué acompañó las oraciones de Jesús durante su vida terrena según Hebreos?,Riqueza y reconocimiento,Clamor intenso y lágrimas,Silencio permanente,Debates públicos,B,Clamor intenso y lágrimas,Hebreos presenta las oraciones de Jesús acompañadas por clamor intenso y lágrimas.,Revisar,No,No
QB1061,NT,Hebreos,Hebreos 6:19,Intermedio,¿Con qué imagen describe Hebreos la esperanza?,Una lámpara para una casa,Una semilla para el campo,Un ancla para el alma,Una puerta para una ciudad,C,Un ancla para el alma,La esperanza es comparada con un ancla que aporta estabilidad y seguridad.,Revisar,No,No
QB1062,NT,Hebreos,Hebreos 8:1,Avanzado,¿Dónde está sentado el sumo sacerdote presentado por Hebreos?,En Jerusalén,En el monte Sinaí,En una sinagoga,A la derecha del trono de Dios en los cielos,D,A la derecha del trono de Dios en los cielos,Hebreos presenta al sumo sacerdote exaltado en la presencia divina.,Revisar,No,No
QB1063,NT,Hebreos,Hebreos 9:2-5,Experto,¿Qué objeto menciona Hebreos dentro del lugar santísimo junto con las tablas de la alianza?,El arca de la alianza,El altar de bronce,La fuente del atrio,La cortina exterior,A,El arca de la alianza,Hebreos describe elementos del santuario y menciona el arca de la alianza dentro del lugar más santo.,Revisar,No,No
QB1064,NT,Hebreos,Hebreos 10:24-25,Basico,¿Qué recomienda Hebreos hacer en la vida comunitaria en vez de abandonar las reuniones?,Buscar una autoridad única,Animarse mutuamente y reunirse,Evitar todo contacto con otros,Reunirse solo una vez al año,B,Animarse mutuamente y reunirse,Hebreos valora la reunión de la comunidad como espacio para animarse y estimularse mutuamente.,Revisar,No,No
QB1065,NT,Hebreos,Hebreos 11:1,Intermedio,¿Cómo presenta Hebreos la fe en relación con lo que se espera y no se ve?,Como una emoción pasajera,Como una obligación legal,Como certeza y convicción,Como un conocimiento científico,C,Como certeza y convicción,Hebreos describe la fe en términos de confianza respecto de lo esperado y convicción sobre lo que no se ve.,Revisar,No,No
QB1066,NT,Hebreos,Hebreos 12:1-2,Avanzado,¿Qué imagen utiliza el autor para exhortar a perseverar dejando cargas y fijando la mirada en Jesús?,Construir una casa,Cultivar una viña,Navegar por un mar,Correr una carrera,D,Correr una carrera,Hebreos presenta la vida de fe como una carrera que requiere perseverancia y concentración.,Revisar,No,No
QB1067,NT,Hebreos,Hebreos 13:2,Basico,¿Qué práctica recomienda Hebreos recordando que algunos hospedaron ángeles sin saberlo?,La hospitalidad,El ayuno,El silencio,La peregrinación,A,La hospitalidad,El autor usa ese ejemplo para animar a mantener una actitud hospitalaria.,Revisar,No,No
QB1068,NT,2 Pedro,2 Pedro 1:5-7,Intermedio,¿Qué virtud aparece inmediatamente después de la fe en la secuencia de 2 Pedro 1:5-7?,La paciencia,La virtud o excelencia moral,El conocimiento,El dominio propio,B,La virtud o excelencia moral,La secuencia comienza exhortando a añadir a la fe la virtud o excelencia moral antes de continuar con otras cualidades.,Revisar,No,No
QB1069,NT,2 Pedro,2 Pedro 1:16-18,Avanzado,¿Qué experiencia presenta el autor como testimonio de haber contemplado la majestad de Cristo?,La multiplicación de los panes,La entrada en Jerusalén,La experiencia en el monte santo cuando se oyó la voz del cielo,La pesca en Galilea,C,La experiencia en el monte santo cuando se oyó la voz del cielo,El autor recuerda haber sido testigo de la majestad de Cristo y haber oído la voz procedente del cielo en el monte santo.,Revisar,No,No
QB1070,NT,2 Juan,2 Juan 1:7,Intermedio,¿Qué enseñanza rechazan los engañadores mencionados en 2 Juan 1:7?,Que Dios creó el mundo,Que Jesucristo no vino en carne,Que Jerusalén nunca tuvo templo,Que Pablo no predicó a los gentiles,B,Que Jesucristo no vino en carne,La carta advierte sobre engañadores que no reconocen la venida de Jesucristo en carne.,Revisar,No,No
QB1071,NT,2 Juan,2 Juan 1:12,Avanzado,¿Qué forma de comunicación prefiere el autor de 2 Juan 1:12 en lugar de escribir más?,Enviar mensajeros repetidamente,Mandar otra carta extensa,Hablar personalmente cara a cara,Esperar una respuesta pública,C,Hablar personalmente cara a cara,El autor expresa que prefiere visitar a sus destinatarios y hablar personalmente en vez de seguir escribiendo.,Revisar,No,No
QB1072,NT,3 Juan,3 Juan 1:5,Intermedio,"¿Con quiénes demuestra fidelidad Gayo al servir, según 3 Juan 1:5?",Solo con sus familiares,"Con los hermanos, incluso cuando son desconocidos para él",Únicamente con los dirigentes de la ciudad,Solo con quienes pueden recompensarlo,B,"Con los hermanos, incluso cuando son desconocidos para él","La carta elogia a Gayo por actuar fielmente al servir a los hermanos, incluso a quienes no conocía personalmente.",Revisar,No,No
QB1073,NT,3 Juan,3 Juan 1:9,Avanzado,¿Qué personaje menciona 3 Juan 1:9 como alguien que busca ocupar el primer lugar y no recibe la autoridad del autor?,Gayo,Demetrio,Diótrefes,Silas,C,Diótrefes,3 Juan identifica a Diótrefes como quien desea sobresalir en la comunidad y rechaza recibir al autor.,Revisar,No,No
QB1074,NT,Judas,Judas 1:3,Intermedio,¿Qué exhortación motiva a Judas a escribir a sus destinatarios en Judas 1:3?,Que defiendan con firmeza la fe recibida,Que abandonen sus comunidades,Que viajen a Jerusalén,Que eviten toda enseñanza anterior,A,Que defiendan con firmeza la fe recibida,Judas explica que escribe para exhortar a sus destinatarios a defender con firmeza la fe que habían recibido.,Revisar,No,No
QB1075,NT,Judas,Judas 1:5,Avanzado,¿Qué secuencia recuerda Judas 1:5 acerca del pueblo que salió de Egipto?,Primero fue llevado a Canaán y luego regresó a Egipto,Primero eligió un rey y luego recibió la ley,Primero fue liberado y después fueron juzgados quienes no creyeron,Primero construyó el templo y después cruzó el mar,C,Primero fue liberado y después fueron juzgados quienes no creyeron,Judas recuerda primero la liberación del pueblo de Egipto y después el juicio sobre quienes no creyeron.,Revisar,No,No
QB1076,NT,Judas,Judas 1:20,Basico,¿Qué práctica acompaña al crecimiento en la fe según Judas 1:20?,Buscar reconocimiento público,Acumular bienes,Evitar toda reunión,Orar guiados por el Espíritu Santo,D,Orar guiados por el Espíritu Santo,Judas anima a los creyentes a fortalecerse en la fe y a mantener una vida de oración guiada por el Espíritu Santo.,Revisar,No,No
QB1077,NT,Apocalipsis,Apocalipsis 1:9,Basico,¿En qué isla dice Juan que se encontraba cuando recibió la visión de Apocalipsis?,Creta,Patmos,Chipre,Malta,B,Patmos,Juan sitúa el inicio de su experiencia visionaria en la isla de Patmos.,Revisar,No,No
QB1078,NT,Apocalipsis,Apocalipsis 2:4,Intermedio,¿Qué reproche recibe la iglesia de Éfeso en Apocalipsis 2:4?,Había cerrado sus puertas a los viajeros,No conocía las Escrituras,Había dejado su primer amor,Se negaba a reunirse,C,Había dejado su primer amor,"El mensaje reconoce aspectos positivos de Éfeso, pero le reprocha haber abandonado su primer amor.",Revisar,No,No
