ID,Testamento,Libro,Referencia,Nivel,Pregunta,Opcion_A,Opcion_B,Opcion_C,Opcion_D,Opcion_correcta,Respuesta_correcta,Explicacion_breve,Estado_QA,Revision_humana,Activa_app
QB0011,AT,Génesis,Génesis 3:6,Intermedio,¿Qué hizo la mujer después de tomar del fruto?,A Lo guardó,B Comió y dio también a su marido,C Lo arrojó,D Lo llevó a Abel,B,Comió y dio también a su marido,El relato presenta que comió del fruto y luego dio también a su marido.,Revisar,No,No
QB0012,AT,Génesis,Génesis 4:8,Intermedio,¿Quién mató a Abel?,A Adán,B Caín,C Set,D Enoc,B,Caín,Caín atacó y mató a su hermano Abel.,Revisar,No,No
QB0013,AT,Génesis,Génesis 8:11,Intermedio,¿Qué trajo la paloma al regresar al arca?,A Una rama de olivo,B Una piedra,C Una espiga,D Un fruto,A,Una rama de olivo,La rama de olivo fue señal de que las aguas habían disminuido.,Revisar,No,No
QB0014,AT,Génesis,Génesis 9:13,Basico,¿Qué señal se relaciona con el pacto después del diluvio?,A Una estrella,B El arco en las nubes,C Una columna de fuego,D Una piedra,B,El arco en las nubes,El arco fue presentado como señal del pacto.,Revisar,No,No
QB0015,AT,Génesis,Génesis 11:4,Intermedio,¿Qué proyecto emprendieron los habitantes de Babel?,A Construir una ciudad y una torre,B Cavar un pozo,C Edificar un arca,D Levantar un altar,A,Construir una ciudad y una torre,El relato de Babel describe la construcción de una ciudad y una torre.,Revisar,No,No
QB0016,NT,1 Corintios,1 Corintios 13:13,Basico,¿Cuál de estas virtudes permanece junto con la fe y la esperanza?,A Amor (caridad),B Justicia,C Prudencia,D Templanza,A,Amor (caridad),El pasaje destaca la permanencia de la fe, la esperanza y el amor (caridad).,Revisar,No,No
QB0017,AT,Génesis,Génesis 13:11,Intermedio,¿Qué región escogió Lot cuando se separó de Abram?,A El valle del Jordán,B Canaán occidental,C Egipto,D Harán,A,El valle del Jordán,Lot eligió la zona bien regada del valle del Jordán.,Revisar,No,No
QB0018,AT,Génesis,Génesis 14:18,Avanzado,¿Quién salió al encuentro de Abram con pan y vino?,A Melquisedec,B Abimelec,C Labán,D Faraón,A,Melquisedec,Melquisedec aparece como rey de Salem y sacerdote.,Revisar,No,No
QB0019,AT,Génesis,Génesis 15:5,Intermedio,¿Con qué comparó Dios la futura descendencia de Abram?,A Con los granos de arena únicamente,B Con las estrellas del cielo,C Con las montañas,D Con los ríos,B,Con las estrellas del cielo,Dios invitó a Abram a mirar las estrellas como imagen de su descendencia.,Revisar,No,No
QB0020,AT,Génesis,Génesis 16:15,Basico,¿Cómo se llamó el hijo de Agar y Abram?,A Isaac,B Ismael,C Esaú,D Jacob,B,Ismael,Agar dio a luz a Ismael.,Revisar,No,No
QB0021,AT,Génesis,Génesis 17:5,Intermedio,¿Qué nuevo nombre recibió Abram?,A Israel,B Abraham,C Isaac,D Judá,B,Abraham,El cambio de nombre acompañó la renovación del pacto.,Revisar,No,No
QB0022,AT,Génesis,Génesis 18:2,Intermedio,¿Cuántos visitantes vio Abraham junto a su tienda?,A Dos,B Tres,C Cuatro,D Siete,B,Tres,El relato menciona tres hombres que llegaron junto a Abraham.,Revisar,No,No
QB0023,AT,Génesis,Génesis 19:26,Basico,¿Qué ocurrió con la esposa de Lot al mirar atrás?,A Se perdió en el desierto,B Se convirtió en estatua de sal,C Regresó a Sodoma,D Cayó dormida,B,Se convirtió en estatua de sal,El relato presenta esa consecuencia al mirar atrás.,Revisar,No,No
QB0024,AT,Génesis,Génesis 21:3,Basico,¿Cómo llamó Abraham al hijo que Sara le dio?,A Ismael,B Isaac,C Jacob,D Esaú,B,Isaac,Abraham puso por nombre Isaac al hijo nacido de Sara.,Revisar,No,No
QB0025,AT,Génesis,Génesis 24:67,Intermedio,¿Con quién se casó Isaac?,A Raquel,B Rebeca,C Lea,D Agar,B,Rebeca,Rebeca llegó a ser esposa de Isaac.,Revisar,No,No
QB0026,AT,Génesis,Génesis 25:26,Intermedio,¿Qué nombre recibió el hijo que nació después de Esaú?,A José,B Jacob,C Benjamín,D Judá,B,Jacob,Jacob nació después de Esaú.,Revisar,No,No
QB0027,AT,Génesis,Génesis 27:35,Avanzado,¿Qué había hecho Jacob antes de que Esaú llegara a recibir la bendición?,A Había partido a Egipto,B Había obtenido la bendición mediante engaño,C Había vendido su herencia,D Había construido un altar,B,Había obtenido la bendición mediante engaño,Jacob recibió la bendición destinada a Esaú antes de que este regresara.,Revisar,No,No
QB0028,AT,Génesis,Génesis 29:23,Intermedio,¿A quién dio Labán primero como esposa a Jacob?,A Raquel,B Lea,C Bilhá,D Zilpá,B,Lea,Labán entregó primero a Lea.,Revisar,No,No
QB0029,AT,Génesis,Génesis 30:24,Basico,¿Qué nombre puso Raquel al hijo que tuvo después de años de espera?,A José,B Judá,C Leví,D Rubén,A,José,Raquel llamó José a su hijo.,Revisar,No,No
QB0030,AT,Génesis,Génesis 31:18,Intermedio,¿Hacia dónde emprendió Jacob el viaje al salir de casa de Labán?,A Egipto,B Canaán,C Moab,D Edom,B,Canaán,Jacob regresó hacia la tierra de Canaán.,Revisar,No,No
QB0031,AT,Génesis,Génesis 32:28,Avanzado,¿Qué nuevo nombre recibió Jacob después de luchar?,A Israel,B Judá,C Efraín,D Benjamín,A,Israel,Jacob recibió el nombre Israel.,Revisar,No,No
QB0032,AT,Génesis,Génesis 33:4,Basico,¿Cómo reaccionó Esaú al encontrarse con Jacob?,A Lo atacó,B Lo abrazó,C Lo rechazó,D Huyó,B,Lo abrazó,El encuentro terminó con un abrazo y reconciliación.,Revisar,No,No
QB0033,AT,Génesis,Génesis 35:18,Intermedio,¿Qué nombre puso Jacob al hijo que Raquel llamó Benoni?,A José,B Benjamín,C Judá,D Dan,B,Benjamín,Jacob cambió el nombre del hijo a Benjamín.,Revisar,No,No
QB0034,AT,Génesis,Génesis 39:2,Intermedio,¿Qué caracterizaba a José mientras servía en casa de Potifar?,A Fue abandonado por Dios,B El Señor estaba con él,C Era sacerdote,D Era rey,B,El Señor estaba con él,El relato destaca la presencia favorable de Dios con José.,Revisar,No,No
QB0035,AT,Génesis,Génesis 40:8,Intermedio,¿A quién atribuyó José la capacidad de interpretar sueños?,A A los magos,B A Dios,C A Faraón,D A los sacerdotes,B,A Dios,José señaló que las interpretaciones pertenecen a Dios.,Revisar,No,No
QB0036,AT,Génesis,Génesis 42:6,Basico,¿Qué cargo tenía José cuando sus hermanos llegaron a Egipto por alimento?,A Sacerdote,B Gobernador de la tierra,C Soldado,D Escriba,B,Gobernador de la tierra,José ocupaba una posición de autoridad sobre Egipto.,Revisar,No,No
QB0037,AT,Génesis,Génesis 43:29,Intermedio,¿A quién reconoció José como hijo de su madre al verlo entre sus hermanos?,A Rubén,B Benjamín,C Judá,D Simeón,B,Benjamín,Benjamín era hermano de José por parte de madre.,Revisar,No,No
QB0038,AT,Génesis,Génesis 44:17,Avanzado,¿Quién fue señalado para quedarse como esclavo por la copa encontrada?,A Rubén,B Benjamín,C Judá,D Simeón,B,Benjamín,La copa fue hallada en el costal de Benjamín.,Revisar,No,No
QB0039,AT,Génesis,Génesis 46:3,Intermedio,¿Qué recibió Jacob antes de descender a Egipto?,A Una advertencia para no ir,B Una confirmación divina para no temer,C Una orden de regresar a Harán,D Una señal de guerra,B,Una confirmación divina para no temer,Jacob recibió seguridad para emprender el viaje a Egipto.,Revisar,No,No
QB0040,AT,Génesis,Génesis 47:11,Basico,¿En qué región de Egipto se estableció la familia de Jacob?,A Gosén,B Sinaí,C Madián,D Canaán,A,Gosén,La familia de Jacob fue establecida en la región de Gosén.,Revisar,No,No
QB0041,AT,Génesis,Génesis 48:14,Avanzado,¿Qué hizo Jacob al bendecir a Efraín y Manasés?,A Los envió lejos,B Cruzó sus manos,C Rechazó bendecirlos,D Bendijo solo al mayor,B,Cruzó sus manos,Jacob cruzó las manos y colocó la derecha sobre Efraín.,Revisar,No,No
QB0042,AT,Génesis,Génesis 49:10,Experto,¿Con qué tribu se relaciona la referencia al cetro en la bendición de Jacob?,A Leví,B Judá,C Benjamín,D Dan,B,Judá,La bendición de Jacob relaciona el cetro con Judá.,Revisar,No,No
QB0043,AT,Génesis,Génesis 50:20,Avanzado,¿Cómo interpretó José el daño que sus hermanos habían planeado contra él?,A Como una derrota definitiva,B Como algo que Dios encaminó para bien,C Como algo sin importancia,D Como motivo para vengarse,B,Como algo que Dios encaminó para bien,José reconoció un propósito providencial que convirtió el mal en bien.,Revisar,No,No
QB0044,AT,Éxodo,Éxodo 2:10,Basico,¿Qué nombre recibió el niño criado por la hija de Faraón?,A Aarón,B Moisés,C Josué,D Samuel,B,Moisés,La hija de Faraón llamó Moisés al niño.,Revisar,No,No
QB0045,AT,Éxodo,Éxodo 3:2,Basico,¿Desde qué fenómeno llamó Dios la atención de Moisés?,A Una nube oscura,B Una zarza que ardía,C Un terremoto,D Una tormenta,B,Una zarza que ardía,Moisés vio una zarza que ardía sin consumirse.,Revisar,No,No
QB0046,AT,Éxodo,Éxodo 4:14,Intermedio,¿Quién fue designado para ayudar a Moisés a hablar?,A Caleb,B Aarón,C Josué,D Hur,B,Aarón,Aarón fue presentado como apoyo de Moisés para hablar.,Revisar,No,No
QB0047,AT,Éxodo,Éxodo 7:20,Intermedio,¿Qué ocurrió con el agua del río cuando comenzó la primera plaga?,A Se secó,B Se convirtió en sangre,C Se volvió dulce,D Se congeló,B,Se convirtió en sangre,El agua se convirtió en sangre como primera plaga.,Revisar,No,No
QB0048,AT,Éxodo,Éxodo 12:7,Basico,¿Dónde debían colocar parte de la sangre del cordero pascual?,A En el techo,B En los postes y dintel de las casas,C En el suelo,D En sus vestidos,B,En los postes y dintel de las casas,La sangre debía colocarse en las entradas de las casas.,Revisar,No,No
QB0049,AT,Éxodo,Éxodo 14:21,Basico,¿Qué ocurrió con el mar cuando Moisés extendió su mano?,A Se desbordó,B Se dividió,C Se secó totalmente para siempre,D Se volvió rojo,B,Se dividió,El mar fue dividido permitiendo el paso del pueblo.,Revisar,No,No
QB0050,AT,Éxodo,Éxodo 16:15,Basico,¿Qué alimento recibió Israel en el desierto y llamó maná?,A Carne seca,B Un alimento que aparecía sobre el suelo,C Frutas,D Pan traído de Egipto,B,Un alimento que aparecía sobre el suelo,El maná apareció como provisión para el pueblo.,Revisar,No,No
QB0051,AT,Éxodo,Éxodo 19:18,Intermedio,¿Qué monte estaba cubierto de humo cuando Dios descendió sobre él?,A Carmelo,B Sinaí,C Tabor,D Sion,B,Sinaí,El monte Sinaí aparece como lugar de la manifestación divina.,Revisar,No,No
QB0052,NT,Gálatas,Gálatas 5:22,Basico,¿Qué característica aparece entre el fruto del Espíritu?,A Amor,B Envidia,C Orgullo,D Venganza,A,Amor,El pasaje incluye el amor entre las características del fruto del Espíritu.,Revisar,No,No
QB0053,AT,Éxodo,Éxodo 20:3,Basico,¿Qué establece el primer mandamiento respecto a otros dioses?,A Permitía varios dioses,B No tener otros dioses delante de Dios,C Adorar solo en Egipto,D No mencionar a Dios,B,No tener otros dioses delante de Dios,El primer mandamiento exige fidelidad exclusiva a Dios.,Revisar,No,No
QB0054,AT,Éxodo,Éxodo 24:12,Intermedio,¿Para qué fue llamado Moisés a subir al monte?,A Para recibir tablas y enseñanza,B Para buscar agua,C Para contar al pueblo,D Para construir un altar,A,Para recibir tablas y enseñanza,Moisés fue llamado a recibir las tablas y las instrucciones divinas.,Revisar,No,No
QB0055,AT,Éxodo,Éxodo 32:4,Intermedio,¿Qué figura hizo Aarón con el oro entregado por el pueblo?,A Una serpiente,B Un becerro,C Un águila,D Un león,B,Un becerro,Aarón hizo un becerro de fundición.,Revisar,No,No
QB0056,AT,Éxodo,Éxodo 33:11,Intermedio,¿Cómo describe el relato la comunicación de Dios con Moisés?,A Como un sueño distante,B Cara a cara como alguien habla con su amigo,C Solo mediante ángeles,D Por cartas,B,Cara a cara como alguien habla con su amigo,El pasaje resalta la cercanía singular de la comunicación con Moisés.,Revisar,No,No
QB0057,AT,Éxodo,Éxodo 34:29,Intermedio,¿Qué ocurrió con el rostro de Moisés después de hablar con Dios?,A Se oscureció,B Resplandecía,C Quedó cubierto de polvo,D Cambió de color,B,Resplandecía,El rostro de Moisés resplandecía tras el encuentro con Dios.,Revisar,No,No
QB0058,AT,Éxodo,Éxodo 40:34,Basico,¿Qué cubrió la tienda de reunión cuando fue terminada?,A Una nube,B Una tormenta,C Una cortina,D Una columna de soldados,A,Una nube,La nube cubrió la tienda como señal de la presencia divina.,Revisar,No,No
QB0059,NT,Romanos,Romanos 8:28,Basico,¿Qué afirma Romanos 8:28 acerca de quienes aman a Dios?,A Que todas las cosas cooperan para bien,B Que nunca enfrentarán dificultades,C Que siempre tendrán riqueza,D Que no necesitarán perseverar,A,Que todas las cosas cooperan para bien,El pasaje enseña que Dios puede obrar para bien en la vida de quienes le aman.,Revisar,No,No
QB0060,NT,1 Corintios,1 Corintios 10:13,Basico,¿Qué afirma 1 Corintios 10:13 sobre la tentación?,A Que siempre será irresistible,B Que Dios dará una salida para poder resistir,C Que solo afecta a algunas personas,D Que debe ignorarse,B,Que Dios dará una salida para poder resistir,El pasaje enseña que Dios es fiel y proporciona una salida frente a la tentación.,Revisar,No,No
QB0061,NT,2 Corintios,2 Corintios 5:17,Basico,¿Cómo describe 2 Corintios 5:17 a quien está en Cristo?,A Como una nueva creación,B Como una persona sin deberes,C Como un gobernante,D Como alguien sin pruebas,A,Como una nueva creación,El pasaje presenta la vida en Cristo como una realidad nueva.,Revisar,No,No
QB0062,NT,Efesios,Efesios 6:11,Basico,¿Qué recomienda Efesios 6:11 para mantenerse firmes?,A Vestirse con toda la armadura de Dios,B Evitar todo contacto con otros,C Viajar a Jerusalén,D Guardar alimentos,A,Vestirse con toda la armadura de Dios,El pasaje usa la imagen de la armadura de Dios para hablar de firmeza espiritual.,Revisar,No,No
QB0063,NT,Filipenses,Filipenses 4:13,Basico,¿En quién declara Pablo que puede afrontar todas las cosas?,A En Cristo que lo fortalece,B En sus propios recursos,C En el poder político,D En sus amigos,A,En Cristo que lo fortalece,El pasaje expresa confianza en la fortaleza recibida en Cristo.,Revisar,No,No
QB0064,NT,Colosenses,Colosenses 3:23,Basico,¿Cómo recomienda Colosenses 3:23 realizar el trabajo?,A De corazón como para el Señor,B Solo cuando haya recompensa,C Con desgano,D Solo ante supervisores,A,De corazón como para el Señor,El pasaje invita a trabajar sinceramente como servicio al Señor.,Revisar,No,No
QB0065,NT,1 Juan,1 Juan 4:8,Basico,¿Qué afirma 1 Juan 4:8 sobre Dios?,A Que Dios es amor,B Que Dios cambia constantemente,C Que Dios no se relaciona con las personas,D Que Dios depende del ser humano,A,Que Dios es amor,El pasaje relaciona directamente la naturaleza de Dios con el amor.,Revisar,No,No
QB0066,NT,2 Juan,2 Juan 1:5,Basico,¿Qué mandamiento recuerda 2 Juan 1:5?,A Amarnos unos a otros,B Construir un templo,C Viajar a Jerusalén,D Guardar silencio,A,Amarnos unos a otros,La carta recuerda el mandamiento de amarse unos a otros.,Revisar,No,No
QB0067,NT,3 Juan,3 Juan 1:4,Basico,¿Qué produce gran alegría según 3 Juan 1:4?,A Saber que sus hijos caminan en la verdad,B Recibir riquezas,C Viajar a nuevas ciudades,D Obtener autoridad,A,Saber que sus hijos caminan en la verdad,La carta expresa alegría al saber que los creyentes viven de acuerdo con la verdad.,Revisar,No,No
QB0068,NT,Judas,Judas 1:9,Basico,¿Quién discutió con el diablo acerca del cuerpo de Moisés?,A Gabriel,B Miguel,C Rafael,D Pedro,B,Miguel,La carta menciona al arcángel Miguel en una disputa relacionada con el cuerpo de Moisés.,Revisar,No,No
QB0069,NT,Apocalipsis,Apocalipsis 21:4,Basico,¿Qué afirma Apocalipsis 21:4 que ya no existirá?,A La muerte,B La esperanza,C La creación,D La alabanza,A,La muerte,La visión describe una realidad renovada en la que la muerte ya no existirá.,Revisar,No,No
QB0070,AT,Levítico,Levítico 19:18,Basico,¿Qué mandato aparece respecto al prójimo?,A Amar al prójimo como a uno mismo,B Evitar al prójimo,C Dominar al prójimo,D Ignorar al prójimo,A,Amar al prójimo como a uno mismo,El pasaje manda amar al prójimo como a uno mismo.,Revisar,No,No
QB0071,AT,Levítico,Levítico 16:29,Intermedio,¿Qué práctica acompañaba el día de la expiación?,A Afligirse y abstenerse de trabajo,B Celebrar una boda,C Iniciar una guerra,D Viajar a Egipto,A,Afligirse y abstenerse de trabajo,El día de la expiación incluía humillación y descanso del trabajo.,Revisar,No,No
QB0072,AT,Levítico,Levítico 11:45,Intermedio,¿Qué razón se da para vivir en santidad?,A Porque Dios es santo,B Porque Israel era rico,C Porque Moisés lo prefirió,D Porque Egipto lo exigía,A,Porque Dios es santo,El llamado a la santidad se fundamenta en el carácter santo de Dios.,Revisar,No,No
QB0073,AT,Levítico,Levítico 1:3,Intermedio,¿Qué característica debía tener la ofrenda de ganado para el holocausto?,A Ser macho sin defecto,B Ser de cualquier condición,C Ser siempre una hembra,D Ser un animal salvaje,A,Ser macho sin defecto,La ofrenda debía ser presentada sin defecto.,Revisar,No,No
QB0074,AT,Levítico,Levítico 23:34,Basico,¿Qué celebración comenzaba el día quince del séptimo mes?,A La fiesta de los Tabernáculos,B La Pascua,C Pentecostés,D La dedicación,A,La fiesta de los Tabernáculos,La fiesta de los Tabernáculos se celebraba en ese período.,Revisar,No,No
QB0075,AT,Números,Números 6:24,Basico,¿Qué expresa el inicio de la bendición sacerdotal?,A Que Dios bendiga y guarde,B Que el pueblo viaje,C Que el rey gobierne,D Que el ejército venza,A,Que Dios bendiga y guarde,La bendición sacerdotal comienza pidiendo bendición y protección divina.,Revisar,No,No
QB0076,AT,Números,Números 13:30,Intermedio,¿Quién animó al pueblo a subir y conquistar la tierra?,A Caleb,B Coré,C Balaam,D Aarón,A,Caleb,Caleb expresó confianza en que podían conquistar la tierra.,Revisar,No,No
QB0077,AT,Números,Números 14:33,Intermedio,¿Cuántos años vagaría Israel por el desierto?,A 12 años,B 20 años,C 40 años,D 70 años,C,40 años,El relato establece cuarenta años de peregrinación en el desierto.,Revisar,No,No
QB0078,AT,Números,Números 20:11,Intermedio,¿Qué hizo Moisés para que saliera agua de la roca?,A La golpeó dos veces con la vara,B La cubrió con arena,C La llevó al campamento,D La partió con una espada,A,La golpeó dos veces con la vara,Moisés golpeó la roca con la vara y salió agua.,Revisar,No,No
QB0079,AT,Números,Números 21:9,Basico,¿Qué levantó Moisés para que los afectados por serpientes pudieran mirar y vivir?,A Una serpiente de bronce,B Un altar de piedra,C Una bandera,D Una lámpara,A,Una serpiente de bronce,Moisés levantó una serpiente de bronce como señal para el pueblo.,Revisar,No,No
QB0080,AT,Números,Números 22:28,Intermedio,¿Qué animal habló a Balaam?,A Su asna,B Un caballo,C Una oveja,D Un camello,A,Su asna,El relato presenta que el animal de Balaam habló durante el camino.,Revisar,No,No
QB0081,AT,Deuteronomio,Deuteronomio 6:5,Basico,¿Cómo se manda amar a Dios?,A Con todo el corazón, alma y fuerzas,B Solo con palabras,C Solo en el templo,D Únicamente en días especiales,A,Con todo el corazón, alma y fuerzas,El mandato llama a amar a Dios con la totalidad de la persona.,Revisar,No,No
QB0082,AT,Deuteronomio,Deuteronomio 8:3,Intermedio,¿Qué enseñanza se relaciona con el maná?,A Que el ser humano no vive solo de pan,B Que el agua es innecesaria,C Que Israel debía regresar a Egipto,D Que el alimento era suficiente sin Dios,A,Que el ser humano no vive solo de pan,El pasaje usa el maná para enseñar dependencia de la palabra de Dios.,Revisar,No,No
QB0083,AT,Deuteronomio,Deuteronomio 10:12,Intermedio,¿Qué se pide a Israel además de temer a Dios?,A Andar en sus caminos y amarle,B Construir ciudades,C Elegir un rey,D Evitar otras naciones,A,Andar en sus caminos y amarle,El pasaje resume una respuesta de reverencia, obediencia y amor.,Revisar,No,No
QB0084,AT,Deuteronomio,Deuteronomio 30:19,Basico,¿Qué elección presenta Moisés ante el pueblo?,A Vida o muerte,B Guerra o comercio,C Egipto o Canaán,D Oro o plata,A,Vida o muerte,Moisés presenta una decisión entre vida y muerte y exhorta a escoger la vida.,Revisar,No,No
QB0085,AT,Deuteronomio,Deuteronomio 34:5,Basico,¿Dónde murió Moisés según el relato?,A En la tierra de Moab,B En Egipto,C En Jerusalén,D En Betel,A,En la tierra de Moab,El relato sitúa la muerte de Moisés en Moab.,Revisar,No,No
QB0086,AT,Josué,Josué 1:9,Basico,¿Qué exhortación recibió Josué al comenzar su liderazgo?,A Ser fuerte y valiente,B Regresar a Egipto,C Evitar cruzar el Jordán,D Construir un palacio,A,Ser fuerte y valiente,Josué recibió el llamado a actuar con fortaleza y valentía.,Revisar,No,No
QB0087,AT,Josué,Josué 2:18,Intermedio,¿Qué señal debía colocar Rahab en la ventana?,A Un cordón escarlata,B Una lámpara,C Una rama de olivo,D Una piedra,A,Un cordón escarlata,El cordón escarlata serviría como señal para identificar la casa de Rahab.,Revisar,No,No
QB0088,AT,Josué,Josué 3:16,Intermedio,¿Qué ocurrió con las aguas del Jordán cuando los sacerdotes entraron?,A Se detuvieron,B Se convirtieron en sangre,C Aumentaron,D Se congelaron,A,Se detuvieron,Las aguas se detuvieron para permitir el cruce del pueblo.,Revisar,No,No
QB0089,AT,Josué,Josué 6:20,Basico,¿Qué ocurrió con el muro de Jericó después del grito del pueblo?,A Cayó,B Creció,C Se incendió,D Se movió,A,Cayó,El muro cayó después del sonido de las trompetas y el grito del pueblo.,Revisar,No,No
QB0090,AT,Josué,Josué 24:15,Basico,¿Qué decisión declara Josué respecto a su casa?,A Servir al Señor,B Volver a Egipto,C Adorar a los dioses extranjeros,D Abandonar la tierra,A,Servir al Señor,Josué declara que él y su casa servirán al Señor.,Revisar,No,No
QB0091,AT,Jueces,Jueces 4:4,Intermedio,¿Quién era jueza y profetisa en Israel?,A Débora,B Rut,C Ana,D Abigail,A,Débora,Débora ejercía liderazgo y juzgaba a Israel.,Revisar,No,No
QB0092,AT,Jueces,Jueces 6:12,Basico,¿Quién fue llamado "valiente guerrero" por el mensajero de Dios?,A Gedeón,B Sansón,C Jefté,D Barac,A,Gedeón,Gedeón recibió ese saludo al inicio de su llamado.,Revisar,No,No
QB0093,AT,Jueces,Jueces 7:7,Intermedio,¿Con cuántos hombres quedó finalmente Gedeón para enfrentar a Madián?,A 300,B 600,C 1,000,D 10,000,A,300,La fuerza de Gedeón fue reducida a trescientos hombres.,Revisar,No,No
QB0094,AT,Jueces,Jueces 13:5,Basico,¿Qué juez fue anunciado antes de su nacimiento como nazareo?,A Sansón,B Otoniel,C Ehúd,D Gedeón,A,Sansón,El nacimiento de Sansón fue anunciado con instrucciones especiales.,Revisar,No,No
QB0095,AT,Jueces,Jueces 16:17,Intermedio,¿Qué reveló Sansón acerca del secreto relacionado con su fuerza?,A Que nunca se había cortado el cabello,B Que usaba una espada especial,C Que bebía una poción,D Que llevaba una piedra,A,Que nunca se había cortado el cabello,Sansón explicó la relación entre su condición de nazareo y su cabello no cortado.,Revisar,No,No
QB0096,AT,Rut,Rut 1:16,Basico,¿Qué decidió Rut respecto a Noemí?,A Permanecer con ella,B Regresar inmediatamente a Moab,C Casarse antes de viajar,D Viajar sola a Egipto,A,Permanecer con ella,Rut decidió acompañar a Noemí y compartir su pueblo y su fe.,Revisar,No,No
QB0097,AT,Rut,Rut 2:3,Intermedio,¿En los campos de quién comenzó Rut a recoger espigas?,A Booz,B Elimelec,C Mahlón,D Obed,A,Booz,Rut llegó providencialmente a un campo perteneciente a Booz.,Revisar,No,No
QB0098,AT,Rut,Rut 4:13,Basico,¿Con quién se casó Rut?,A Booz,B Obed,C Elimelec,D Mahlón,A,Booz,Booz tomó a Rut como esposa.,Revisar,No,No
QB0099,AT,Rut,Rut 4:17,Intermedio,¿Qué nombre recibió el hijo de Rut y Booz?,A Obed,B Isaí,C David,D Samuel,A,Obed,El hijo de Rut y Booz fue llamado Obed.,Revisar,No,No
QB0100,AT,1 Samuel,1 Samuel 1:20,Basico,¿Qué nombre puso Ana al hijo por el que había orado?,A Samuel,B Saúl,C Jonatán,D David,A,Samuel,Ana llamó Samuel a su hijo.,Revisar,No,No
QB0101,AT,1 Samuel,1 Samuel 3:10,Basico,¿Quién llamó repetidamente a Samuel durante la noche?,A Dios,B Elí,C Saúl,D David,A,Dios,Samuel aprendió a reconocer la voz de Dios durante la noche.,Revisar,No,No
QB0102,AT,1 Samuel,1 Samuel 8:5,Intermedio,¿Qué pidió el pueblo a Samuel para gobernarlos?,A Un rey,B Un sacerdote,C Un juez adicional,D Un profeta,A,Un rey,Israel pidió un rey como tenían otras naciones.,Revisar,No,No
QB0103,AT,1 Samuel,1 Samuel 10:1,Basico,¿Quién fue ungido por Samuel como primer rey de Israel?,A Saúl,B David,C Salomón,D Jonatán,A,Saúl,Samuel ungió a Saúl como rey.,Revisar,No,No
QB0104,AT,1 Samuel,1 Samuel 16:13,Basico,¿A quién ungió Samuel entre los hijos de Isaí?,A David,B Eliab,C Abinadab,D Jonatán,A,David,Samuel ungió a David en presencia de sus hermanos.,Revisar,No,No
