ID,Testamento,Libro,Referencia,Nivel,Pregunta,Opcion_A,Opcion_B,Opcion_C,Opcion_D,Opcion_correcta,Respuesta_correcta,Explicacion_breve,Estado_QA,Revision_humana,Activa_app
QB0720,NT,Mateo,Mateo 22:15-22,Intermedio,¿De quién era la imagen que aparecía en la moneda mostrada a Jesús?,De Moisés,De Herodes,De David,Del César,D,Del César,Quienes mostraron la moneda respondieron que la imagen pertenecía al César.,Revisar,No,No
QB0721,NT,Mateo,Mateo 22:34-40,Basico,¿Qué dos amores resume Jesús como centrales en Mateo 22:34-40?,Amar a Dios y al prójimo,Amar la riqueza y el poder,Amar el viaje y el comercio,Amar el silencio y el aislamiento,A,Amar a Dios y al prójimo,Jesús vincula el amor a Dios con el amor al prójimo al resumir los mandamientos.,Revisar,No,No
QB0722,NT,Mateo,Mateo 23:1-12,Intermedio,"Según Mateo 23:11, ¿qué debe caracterizar al que quiera ser el mayor?",Buscar el primer asiento,Servir a los demás,Acumular títulos,Evitar toda responsabilidad,B,Servir a los demás,Jesús relaciona la verdadera grandeza con el servicio.,Revisar,No,No
QB0723,NT,Mateo,Mateo 23:35-35,Experto,¿Qué dos figuras menciona Jesús al delimitar la serie de justos recordada en Mateo 23:35?,Moisés y Aarón,David y Salomón,Abel y Zacarías,Elías y Eliseo,C,Abel y Zacarías,Mateo 23:35 menciona a Abel y Zacarías como extremos de esa referencia histórica.,Revisar,No,No
QB0724,NT,Mateo,Mateo 24:32-36,Avanzado,¿Qué permite reconocer la higuera cuando sus ramas se ponen tiernas y brotan hojas?,Que comienza la cosecha de trigo,Que llegará una tormenta,Que termina el día de reposo,Que el verano está cerca,D,Que el verano está cerca,La comparación de la higuera utiliza sus brotes como señal de que el verano está cerca.,Revisar,No,No
QB0725,NT,Mateo,Mateo 24:37-44,Intermedio,¿Con qué época compara Jesús la falta de preparación antes de la venida del Hijo del hombre?,Con los días de Noé,Con los días de Moisés,Con el reinado de Salomón,Con el tiempo de Elías,A,Con los días de Noé,Mateo 24 compara esa falta de preparación con los días de Noé.,Revisar,No,No
QB0726,NT,Mateo,Mateo 25:1-13,Basico,¿Cómo se dividía el grupo de diez jóvenes según su preparación con aceite?,Seis preparadas y cuatro sin lámparas,Cinco preparadas y cinco sin reserva suficiente,Ocho preparadas y dos sin aceite,Todas estaban igualmente preparadas,B,Cinco preparadas y cinco sin reserva suficiente,La parábola presenta cinco preparadas con reserva de aceite y cinco que no llevaron reserva suficiente.,Revisar,No,No
QB0727,NT,Mateo,Mateo 25:14-30,Avanzado,¿Cómo distribuyó el señor los talentos entre sus tres siervos al inicio de la parábola?,"Cuatro, tres y dos","Diez, cinco y uno","Cinco, dos y uno","Seis, dos y dos",C,"Cinco, dos y uno","El señor distribuyó cinco talentos a uno, dos a otro y uno al tercero.",Revisar,No,No
QB0728,NT,Mateo,Mateo 26:14-16,Experto,¿Qué cantidad acordaron entregar a Judas por entregar a Jesús?,Doce monedas de plata,Veinte monedas de oro,Cincuenta denarios,Treinta monedas de plata,D,Treinta monedas de plata,Mateo 26 registra un acuerdo por treinta monedas de plata.,Revisar,No,No
QB0729,NT,Mateo,Mateo 26:36-46,Intermedio,¿A qué tres discípulos llevó Jesús consigo más adentro en Getsemaní?,A Pedro y a los dos hijos de Zebedeo,"A Mateo, Tomás y Felipe","A Andrés, Bartolomé y Tadeo","A Simón el Zelote, Mateo y Judas",A,A Pedro y a los dos hijos de Zebedeo,"En Getsemaní, Jesús llevó consigo a Pedro y a los dos hijos de Zebedeo.",Revisar,No,No
QB0730,NT,Mateo,Mateo 27:11-14,Basico,¿Sobre qué título interrogó Pilato a Jesús al comienzo de Mateo 27:11?,Sobre si era sacerdote del templo,Sobre si era el rey de los judíos,Sobre si era gobernador de Galilea,Sobre si era escriba de Jerusalén,B,Sobre si era el rey de los judíos,Pilato inició su interrogatorio preguntando por el título de rey de los judíos.,Revisar,No,No
QB0731,NT,Mateo,Mateo 27:57-61,Avanzado,¿Quién pidió a Pilato el cuerpo de Jesús y lo colocó en un sepulcro nuevo?,Nicodemo,Simón de Cirene,José de Arimatea,"José, esposo de María",C,José de Arimatea,José de Arimatea pidió el cuerpo a Pilato y lo colocó en su sepulcro nuevo.,Revisar,No,No
QB0732,NT,Mateo,Mateo 28:1-10,Basico,¿Quiénes fueron al sepulcro al amanecer del primer día de la semana según Mateo 28?,María Magdalena y la otra María,"Pedro y Juan","Marta y María","Salomé y Juana",A,María Magdalena y la otra María,Mateo 28 menciona a María Magdalena y la otra María como las mujeres que fueron al sepulcro.,Revisar,No,No
QB0733,NT,Mateo,Mateo 28:16-20,Intermedio,¿A qué región fueron los once discípulos para encontrarse con Jesús?,Judea,Galilea,Samaria,Decápolis,B,Galilea,Los once fueron a Galilea conforme a la indicación que habían recibido.,Revisar,No,No
QB0734,NT,Marcos,Marcos 1:1-8,Basico,¿Quién aparece predicando y bautizando al comienzo del Evangelio de Marcos?,Pedro,Santiago,Juan el Bautista,Andrés,C,Juan el Bautista,Marcos presenta a Juan el Bautista preparando el camino y bautizando.,Revisar,No,No
QB0735,NT,Marcos,Marcos 1:16-20,Basico,¿Qué oficio tenían Simón y Andrés cuando Jesús los llamó?,Pastores,Cobradores de impuestos,Carpinteros,Pescadores,D,Pescadores,Simón y Andrés estaban dedicados a la pesca cuando Jesús los llamó.,Revisar,No,No
QB0736,NT,Marcos,Marcos 1:29-31,Basico,¿Quién estaba enferma con fiebre en la casa de Simón y Andrés?,La suegra de Simón,La hermana de Andrés,La madre de Santiago,La esposa de Juan,A,La suegra de Simón,Marcos relata que la suegra de Simón estaba en cama con fiebre y fue atendida por Jesús.,Revisar,No,No
QB0737,NT,Marcos,Marcos 2:1-5,Intermedio,¿Cómo hicieron llegar al paralítico hasta Jesús cuando la casa estaba llena?,Entraron por una ventana,Abrieron el techo y lo bajaron,Esperaron hasta que todos salieran,Lo llevaron a otra ciudad,B,Abrieron el techo y lo bajaron,Los acompañantes abrieron una parte del techo para hacer descender al paralítico hasta donde estaba Jesús.,Revisar,No,No
QB0738,NT,Marcos,Marcos 2:13-17,Basico,¿A qué cobrador de impuestos llamó Jesús mientras estaba sentado en su puesto?,Zaqueo,Mateo,Leví,Bartimeo,C,Leví,Marcos identifica al cobrador llamado por Jesús como Leví hijo de Alfeo.,Revisar,No,No
QB0739,NT,Marcos,Marcos 2:23-28,Avanzado,¿Qué personaje del pasado menciona Jesús cuando sus discípulos son cuestionados por arrancar espigas?,Moisés,Elías,Samuel,David,D,David,Jesús recordó lo que hizo David cuando tuvo necesidad y hambre.,Revisar,No,No
QB0740,NT,Marcos,Marcos 3:1-6,Basico,¿Qué problema tenía el hombre que Jesús encontró en la sinagoga?,Una mano paralizada o seca,Ceguera,Fiebre,Sordera,A,Una mano paralizada o seca,Marcos describe a un hombre cuya mano estaba afectada y a quien Jesús sanó.,Revisar,No,No
QB0741,NT,Marcos,Marcos 3:13-19,Intermedio,¿Cuántos designó Jesús para que estuvieran con él y fueran enviados a predicar?,Siete,Doce,Setenta,Diez,B,Doce,Marcos señala que Jesús designó a doce con una misión específica.,Revisar,No,No
QB0742,NT,Marcos,Marcos 4:3-8,Basico,¿Qué ocurrió con la semilla que cayó junto al camino en la parábola del sembrador?,Produjo cien veces más,Fue ahogada por espinos,Las aves se la comieron,Se convirtió en un árbol,C,Las aves se la comieron,La semilla junto al camino quedó expuesta y fue comida por las aves.,Revisar,No,No
QB0743,NT,Marcos,Marcos 4:35-41,Basico,¿Qué hacía Jesús en la barca antes de que los discípulos lo despertaran durante la tormenta?,Enseñaba a otras barcas,Remaba con Pedro,Oraba de pie,Dormía,D,Dormía,Marcos relata que Jesús dormía en la popa antes de que los discípulos lo despertaran.,Revisar,No,No
QB0744,NT,Marcos,Marcos 5:1-13,Intermedio,¿Qué nombre dio el hombre cuando Jesús preguntó por el nombre relacionado con los espíritus que lo atormentaban?,Legión,Belcebú,Abadón,César,A,Legión,El relato registra la respuesta Legión al explicar que eran muchos.,Revisar,No,No
QB0745,NT,Marcos,Marcos 5:21-24,Basico,¿Cómo se llamaba el dirigente de la sinagoga que pidió ayuda por su hija?,Nicodemo,Jairo,Leví,Zaqueo,B,Jairo,Marcos identifica al dirigente de la sinagoga como Jairo.,Revisar,No,No
QB0746,NT,Marcos,Marcos 5:25-34,Intermedio,¿Cuánto tiempo había padecido hemorragias la mujer que se acercó a Jesús?,Siete años,Diez años,Doce años,Veinte años,C,Doce años,Marcos especifica que la mujer había padecido esta enfermedad durante doce años.,Revisar,No,No
QB0747,NT,Marcos,Marcos 6:1-6,Intermedio,¿Qué oficio se atribuye a Jesús cuando la gente de su tierra expresa sorpresa por su enseñanza?,Pescador,Pastor,Escriba,Carpintero,D,Carpintero,Los habitantes de su tierra se refieren a Jesús como el carpintero.,Revisar,No,No
QB0748,NT,Marcos,Marcos 6:7-13,Basico,¿De qué manera envió Jesús a los Doce en su misión?,De dos en dos,De tres en tres,Todos juntos,Cada uno por separado,A,De dos en dos,Marcos indica que Jesús comenzó a enviarlos de dos en dos.,Revisar,No,No
QB0749,NT,Marcos,Marcos 6:30-44,Basico,¿Cuántas canastas llenas recogieron después de alimentar a los cinco mil?,Siete,Doce,Cinco,Diez,B,Doce,Marcos registra doce canastas de sobrantes después de la comida.,Revisar,No,No
QB0750,NT,Marcos,Marcos 6:45-52,Intermedio,¿Qué vieron los discípulos cuando estaban en la barca durante la noche?,Una multitud en la costa,Un barco romano,Jesús caminando sobre el mar,Pescadores de otra aldea,C,Jesús caminando sobre el mar,Los discípulos vieron a Jesús acercándose mientras caminaba sobre el mar.,Revisar,No,No
QB0751,NT,Marcos,Marcos 7:24-30,Avanzado,¿Cómo identifica Marcos a la mujer que pidió ayuda por su hija?,Judea y farisea,Samaritana y sacerdotisa,Romana y viuda,Griega y sirofenicia de origen,D,Griega y sirofenicia de origen,Marcos ofrece esos datos para identificar a la mujer de este episodio.,Revisar,No,No
QB0752,NT,Marcos,Marcos 7:31-37,Basico,¿Qué dificultades tenía el hombre llevado ante Jesús en Marcos 7:31-37?,Era sordo y tenía dificultad para hablar,Era ciego y no podía caminar,Tenía fiebre y una mano seca,Era paralítico y no podía oír,A,Era sordo y tenía dificultad para hablar,Marcos describe dificultades auditivas y de habla en este hombre.,Revisar,No,No
QB0753,NT,Marcos,Marcos 8:1-9,Basico,¿Cuántos panes había disponibles antes de alimentar a los cuatro mil?,Cinco,Siete,Doce,Tres,B,Siete,Marcos registra siete panes disponibles al comienzo del episodio.,Revisar,No,No
QB0754,NT,Marcos,Marcos 8:22-26,Avanzado,¿Qué particularidad tiene la sanación del ciego de Betsaida?,Fue sanado desde otra ciudad,Ocurrió durante una fiesta en Jerusalén,La recuperación de la vista se describe en etapas,El hombre no habló con Jesús,C,La recuperación de la vista se describe en etapas,El relato muestra una primera mejoría seguida por una visión clara después de una nueva intervención.,Revisar,No,No
QB0755,NT,Marcos,Marcos 8:27-30,Basico,¿Quién respondió que Jesús era el Mesías cuando preguntó a sus discípulos?,Juan,Andrés,Tomás,Pedro,D,Pedro,Pedro respondió directamente a la pregunta sobre la identidad de Jesús.,Revisar,No,No
QB0756,NT,Marcos,Marcos 9:2-8,Basico,¿Quiénes aparecieron conversando con Jesús durante la transfiguración?,Moisés y Elías,Abrahán y David,Samuel y Eliseo,Isaac y Jacob,A,Moisés y Elías,Marcos presenta a Moisés y Elías junto a Jesús durante la transfiguración.,Revisar,No,No
QB0757,NT,Marcos,Marcos 9:14-29,Avanzado,¿Qué respondió Jesús cuando sus discípulos preguntaron por qué ellos no habían podido expulsar el espíritu?,Que debían viajar a Jerusalén,Que ese tipo requería oración,Que necesitaban doce discípulos,Que debían esperar una semana,B,Que ese tipo requería oración,Marcos relaciona la respuesta de Jesús con la oración.,Revisar,No,No
QB0758,NT,Marcos,Marcos 9:33-37,Intermedio,¿Qué discutían los discípulos por el camino antes de que Jesús les preguntara?,Quién debía comprar alimentos,Quién regresaría a Galilea,Quién era el mayor,Quién conocía mejor la Ley,C,Quién era el mayor,Marcos señala que discutían sobre quién era el mayor.,Revisar,No,No
QB0759,NT,Marcos,Marcos 10:13-16,Basico,¿Qué pidió Jesús cuando sus discípulos intentaban impedir que los niños se acercaran?,Que los llevaran al templo,Que regresaran cuando fueran mayores,Que hablaran primero con Pedro,Que dejaran que los niños se acercaran,D,Que dejaran que los niños se acercaran,Jesús corrigió a los discípulos y pidió que permitieran acercarse a los niños.,Revisar,No,No
QB0760,NT,Marcos,Marcos 10:17-22,Intermedio,¿Qué característica explica la tristeza del hombre que se marchó después de hablar con Jesús?,Tenía muchas posesiones,Era demasiado joven,Había perdido a su familia,No conocía los mandamientos,A,Tenía muchas posesiones,Marcos explica que se marchó triste porque poseía muchos bienes.,Revisar,No,No
QB0761,NT,Marcos,Marcos 10:35-40,Avanzado,¿Qué dos discípulos pidieron sentarse junto a Jesús en posiciones de honor?,Pedro y Andrés,Santiago y Juan,Mateo y Tomás,Felipe y Bartolomé,B,Santiago y Juan,Los hijos de Zebedeo hicieron la petición relacionada con posiciones de honor.,Revisar,No,No
QB0762,NT,Marcos,Marcos 10:46-52,Basico,¿Cómo se llamaba el ciego que pidió ayuda a Jesús cerca de Jericó?,Jairo,Zaqueo,Bartimeo,Leví,C,Bartimeo,Marcos identifica por nombre al mendigo ciego como Bartimeo.,Revisar,No,No
QB0763,NT,Marcos,Marcos 11:1-10,Basico,¿Qué animal llevó Jesús al entrar en Jerusalén según Marcos 11?,Un caballo,Un camello,Una mula,Un pollino,D,Un pollino,Los discípulos trajeron un pollino y Jesús entró montado en él.,Revisar,No,No
QB0764,NT,Marcos,Marcos 11:12-14,Intermedio,¿Qué encontró Jesús en la higuera cuando buscó fruto?,Solo hojas,Higos verdes,Fruto abundante,Un nido,A,Solo hojas,Marcos señala que Jesús encontró hojas y no fruto.,Revisar,No,No
QB0765,NT,Marcos,Marcos 11:27-33,Avanzado,¿Qué pregunta plantearon a Jesús los principales sacerdotes y escribas en el templo?,Cuándo había llegado a Jerusalén,Con qué autoridad hacía esas cosas,Cuántos discípulos tenía,Dónde había aprendido a leer,B,Con qué autoridad hacía esas cosas,Los dirigentes preguntaron por la autoridad con la que Jesús actuaba.,Revisar,No,No
QB0766,NT,Marcos,Marcos 12:13-17,Intermedio,¿Qué objeto pidió Jesús que le mostraran durante la pregunta sobre el impuesto?,Un rollo de la Ley,Una balanza,Un denario,Una lámpara,C,Un denario,Jesús pidió un denario para responder a la cuestión sobre el impuesto.,Revisar,No,No
QB0767,NT,Marcos,Marcos 12:28-34,Basico,¿Qué mandamiento relacionó Jesús con el amor a Dios como segundo gran mandamiento?,Guardar silencio durante el culto,Viajar a Jerusalén cada año,Ayunar la misma cantidad,Amar al prójimo como a uno mismo,D,Amar al prójimo como a uno mismo,Jesús unió el amor a Dios con el amor al prójimo como mandamientos fundamentales.,Revisar,No,No
QB0768,NT,Marcos,Marcos 12:41-44,Avanzado,¿Por qué destacó Jesús la ofrenda de la viuda?,Porque entregó más monedas que todos,Porque era conocida por los sacerdotes,Porque dio desde su pobreza todo lo que tenía para vivir,Porque llegó primero al templo,C,Porque dio desde su pobreza todo lo que tenía para vivir,"Jesús destacó que la viuda entregó desde su pobreza, en contraste con quienes daban de lo que les sobraba.",Revisar,No,No
QB0769,NT,Marcos,Marcos 13:1-4,Intermedio,¿Qué edificio contemplaban los discípulos cuando Jesús habló de que no quedaría piedra sobre piedra?,El palacio de Herodes,La fortaleza Antonia,La sinagoga de Nazaret,El templo,D,El templo,Marcos 13 comienza con la salida del templo y una conversación sobre sus grandes construcciones.,Revisar,No,No
QB0770,NT,Marcos,Marcos 13:28-31,Basico,¿Qué árbol utilizó Jesús como ejemplo para reconocer que una estación se acerca?,La higuera,El olivo,La vid,La palmera,A,La higuera,Jesús usó la higuera y el brote de sus hojas como ejemplo de reconocer señales cercanas.,Revisar,No,No
QB0771,NT,Marcos,Marcos 14:3-9,Basico,¿En qué localidad estaba Jesús cuando una mujer derramó perfume sobre él?,Belén,Betania,Jericó,Samaria,B,Betania,"Marcos 14 sitúa la unción en Betania, en casa de Simón el leproso.",Revisar,No,No
QB0772,NT,Marcos,Marcos 14:12-21,Intermedio,¿Qué señal debían seguir dos discípulos para encontrar el lugar de la cena?,A una mujer con una lámpara,A un niño con panes,A un hombre que llevaba un cántaro de agua,A un sacerdote con incienso,C,A un hombre que llevaba un cántaro de agua,Jesús indicó que encontrarían a un hombre llevando un cántaro de agua y debían seguirlo.,Revisar,No,No
QB0773,NT,Marcos,Marcos 14:32-42,Experto,¿Qué tres discípulos llevó Jesús consigo más adentro en Getsemaní según Marcos?,"Andrés, Felipe y Tomás","Mateo, Bartolomé y Simón","Pedro, Andrés y Mateo","Pedro, Santiago y Juan",D,"Pedro, Santiago y Juan","Marcos identifica a Pedro, Santiago y Juan como los discípulos que acompañaron a Jesús más adentro.",Revisar,No,No
QB0774,NT,Marcos,Marcos 15:1-15,Intermedio,¿A quién pidió la multitud que Pilato liberara durante la fiesta?,Barrabás,Simón de Cirene,José de Arimatea,Nicodemo,A,Barrabás,Marcos 15 relata que la multitud pidió la liberación de Barrabás.,Revisar,No,No
QB0775,NT,Marcos,Marcos 15:21-26,Avanzado,¿Qué título aparecía en la inscripción relacionada con la acusación contra Jesús?,El gobernador de Galilea,El Rey de los judíos,El sacerdote de Nazaret,El maestro de Samaria,B,El Rey de los judíos,Marcos 15 menciona una inscripción que lo identificaba como el Rey de los judíos.,Revisar,No,No
QB0776,NT,Marcos,Marcos 16:1-6,Basico,¿Qué tres mujeres fueron al sepulcro al comienzo de Marcos 16?,"Marta, María de Betania y Juana","Elisabet, Ana y Susana","María Magdalena, María madre de Santiago y Salomé","María Magdalena, Marta y Priscila",C,"María Magdalena, María madre de Santiago y Salomé","Marcos 16 menciona a María Magdalena, María madre de Santiago y Salomé.",Revisar,No,No
QB0777,NT,Marcos,Marcos 16:6-8,Intermedio,¿A qué discípulo se menciona de manera particular en el mensaje que las mujeres debían comunicar?,Tomás,Mateo,Felipe,Pedro,D,Pedro,El mensaje encargó avisar a los discípulos y mencionó de forma particular a Pedro.,Revisar,No,No
QB0778,NT,Lucas,Lucas 1:5-7,Basico,¿Cómo se llamaba la esposa del sacerdote Zacarías?,Elisabet,María,Ana,Marta,A,Elisabet,Lucas presenta a Elisabet como la esposa de Zacarías al comienzo del relato.,Revisar,No,No
QB0779,NT,Lucas,Lucas 1:26-27,Basico,¿Qué ángel fue enviado a María en Nazaret?,Miguel,Gabriel,Zacarías,Simeón,B,Gabriel,Lucas identifica a Gabriel como el mensajero enviado a María en Nazaret.,Revisar,No,No
QB0780,NT,Lucas,Lucas 1:39-45,Intermedio,¿A qué pariente visitó María después del anuncio recibido?,Marta,Ana,Elisabet,Salomé,C,Elisabet,María fue a la casa de Zacarías y saludó a Elisabet durante su visita.,Revisar,No,No
QB0781,NT,Lucas,Lucas 2:1-7,Basico,¿A qué ciudad viajó José desde Nazaret para registrarse?,Jerusalén,Capernaúm,Jericó,Belén,D,Belén,José se desplazó desde Nazaret hasta Belén por el registro ordenado en ese tiempo.,Revisar,No,No
QB0782,NT,Lucas,Lucas 2:8-12,Basico,¿Qué señal permitiría a los pastores reconocer al niño anunciado?,Un niño acostado en un pesebre,Una lámpara encendida en el templo,Un rollo abierto junto a una puerta,Una corona colocada en una casa,A,Un niño acostado en un pesebre,La señal dada a los pastores se relacionaba con encontrar al niño acostado en un pesebre.,Revisar,No,No
QB0783,NT,Lucas,Lucas 2:25-32,Basico,¿Qué hombre tomó al niño Jesús en sus brazos y bendijo a Dios en el templo?,Zacarías,Simeón,Nicodemo,Jairo,B,Simeón,Lucas identifica a Simeón como el hombre que recibió al niño Jesús en el templo.,Revisar,No,No
QB0784,NT,Lucas,Lucas 3:12-13,Intermedio,¿Qué indicó Juan el Bautista a los cobradores de impuestos que preguntaron qué debían hacer?,Abandonar inmediatamente su oficio,Cobrar el doble durante las fiestas,No cobrar más de lo establecido,Entregar toda recaudación a los sacerdotes,C,No cobrar más de lo establecido,Juan les indicó que no exigieran una cantidad mayor de la que tenían autorizada.,Revisar,No,No
QB0785,NT,Lucas,Lucas 3:21-22,Basico,¿Quién descendió sobre Jesús en forma corporal durante su bautismo?,Moisés,Juan el Bautista,Un sacerdote,El Espíritu Santo,D,El Espíritu Santo,Lucas relata que el Espíritu Santo descendió sobre Jesús durante su bautismo.,Revisar,No,No
QB0786,NT,Lucas,Lucas 4:16-21,Basico,¿De qué profeta era el rollo que Jesús leyó en la sinagoga de Nazaret?,Isaías,Jeremías,Ezequiel,Daniel,A,Isaías,"En la sinagoga de Nazaret, Jesús recibió y leyó el rollo del profeta Isaías.",Revisar,No,No
QB0787,NT,Lucas,Lucas 4:38-39,Basico,¿Qué problema de salud tenía la suegra de Simón cuando Jesús entró en la casa?,Ceguera,Fiebre,Una mano inmóvil,Dificultad para caminar,B,Fiebre,Lucas señala que la suegra de Simón padecía fiebre antes de ser sanada.,Revisar,No,No
QB0788,NT,Lucas,Lucas 5:1-11,Intermedio,¿Qué discípulo reaccionó ante la pesca extraordinaria reconociendo su propia indignidad delante de Jesús?,Juan,Leví,Simón Pedro,Felipe,C,Simón Pedro,Simón Pedro reaccionó de esa manera al ver el resultado extraordinario de la pesca.,Revisar,No,No
QB0789,NT,Lucas,Lucas 5:17-26,Intermedio,¿Por dónde hicieron bajar al hombre paralizado cuando no pudieron entrar por la multitud?,Por una ventana lateral,Por la puerta principal,Por el patio trasero,Por el techo,D,Por el techo,Los hombres buscaron acceso desde arriba y lo hicieron bajar hasta donde estaba Jesús.,Revisar,No,No
