ID,Testamento,Libro,Referencia,Nivel,Pregunta,Opcion_A,Opcion_B,Opcion_C,Opcion_D,Opcion_correcta,Respuesta_correcta,Explicacion_breve,Estado_QA,Revision_humana,Activa_app
QB0913,NT,Hechos,Hechos 14:8-18,Experto,¿A cuál de los dos misioneros llamaron Hermes en Listra por ser quien llevaba la palabra?,Pablo,Bernabé,Marcos,Silas,A,Pablo,En Listra llamaron Hermes a Pablo porque era quien tomaba la palabra.,Revisar,No,No
QB0914,NT,Hechos,Hechos 14:21-23,Intermedio,¿Qué responsables establecieron Pablo y Bernabé en cada iglesia antes de continuar el viaje?,Centuriones,Escribas del templo,Ancianos o presbíteros,Recaudadores,C,Ancianos o presbíteros,Pablo y Bernabé establecieron ancianos o presbíteros en las comunidades que habían formado.,Revisar,No,No
QB0915,NT,Hechos,Hechos 15:1-11,Intermedio,¿Qué práctica exigían algunos creyentes procedentes de Judea a los gentiles para ser salvos?,El ayuno semanal,La peregrinación a Jerusalén,El voto nazareo,La circuncisión,D,La circuncisión,Algunos procedentes de Judea enseñaban que la circuncisión era necesaria para la salvación.,Revisar,No,No
QB0916,NT,Hechos,Hechos 15:36-41,Intermedio,¿Quién se llevó consigo a Juan Marcos después del desacuerdo con Pablo?,Silas,Bernabé,Timoteo,Lucas,B,Bernabé,"Bernabé tomó consigo a Juan Marcos, mientras Pablo eligió a Silas.",Revisar,No,No
QB0917,NT,Hechos,Hechos 16:1-5,Basico,¿Qué joven discípulo se unió a Pablo al comienzo de Hechos 16?,Timoteo,Tito,Lucas,Aristarco,A,Timoteo,Timoteo se unió a Pablo durante esta etapa del viaje misionero.,Revisar,No,No
QB0918,NT,Hechos,Hechos 17:10-12,Avanzado,"¿A qué ciudad fueron enviados Pablo y Silas de noche, donde los oyentes examinaban las Escrituras cada día?",Atenas,Corinto,Berea,Troas,C,Berea,"Pablo y Silas fueron enviados a Berea, donde los oyentes examinaban las Escrituras con constancia.",Revisar,No,No
QB0919,NT,Hechos,Hechos 18:1-4,Basico,¿Qué matrimonio conoció Pablo en Corinto y compartía con él el oficio de fabricar tiendas?,Ananías y Safira,Félix y Drusila,Herodes y Berenice,Aquila y Priscila,D,Aquila y Priscila,Pablo conoció en Corinto a Aquila y Priscila y trabajó con ellos porque compartían el mismo oficio.,Revisar,No,No
QB0920,NT,Hechos,Hechos 18:24-28,Avanzado,"¿De qué ciudad era natural Apolo, el hombre instruido en las Escrituras que llegó a Éfeso?",Tarso,Alejandría,Damasco,Cesarea,B,Alejandría,Apolo era natural de Alejandría y llegó a Éfeso con amplio conocimiento de las Escrituras.,Revisar,No,No
QB0921,NT,Hechos,Hechos 19:1-7,Intermedio,¿En qué ciudad encontró Pablo a unos discípulos que solo conocían el bautismo de Juan?,Éfeso,Filipos,Berea,Iconio,A,Éfeso,Pablo encontró a esos discípulos en Éfeso.,Revisar,No,No
QB0922,NT,Hechos,Hechos 20:7-12,Intermedio,¿Cómo se llamaba el joven que cayó desde una ventana durante una reunión en Troas?,Trófimo,Aristarco,Eutico,Tíquico,C,Eutico,El joven mencionado en el episodio de Troas se llamaba Eutico.,Revisar,No,No
QB0923,NT,Hechos,Hechos 20:17-38,Experto,¿Desde qué ciudad mandó Pablo llamar a los ancianos de la iglesia de Éfeso?,Troas,Corinto,Antioquía,Mileto,D,Mileto,Pablo estaba en Mileto cuando mandó llamar a los ancianos de Éfeso.,Revisar,No,No
QB0924,NT,Hechos,Hechos 21:8-14,Avanzado,¿Qué profeta tomó el cinturón de Pablo para representar lo que le ocurriría en Jerusalén?,Silas,Ágabo,Felipe,Judas Barsabás,B,Ágabo,Ágabo utilizó el cinturón de Pablo como señal profética sobre lo que le esperaba en Jerusalén.,Revisar,No,No
QB0925,NT,Hechos,Hechos 22:1-5,Intermedio,¿Qué maestro de la ley mencionó Pablo como responsable de su formación?,Gamaliel,Nicodemo,Anás,Caifás,A,Gamaliel,Pablo afirmó haber sido formado a los pies de Gamaliel.,Revisar,No,No
QB0926,NT,Hechos,Hechos 23:6-10,Intermedio,¿Qué dos grupos se dividieron cuando Pablo habló de la esperanza de la resurrección?,Escribas y publicanos,Romanos y samaritanos,Fariseos y saduceos,Galileos y nazarenos,C,Fariseos y saduceos,La mención de la resurrección dividió a fariseos y saduceos dentro del Sanedrín.,Revisar,No,No
QB0927,NT,Hechos,Hechos 24:24-27,Basico,¿Qué gobernador escuchó a Pablo junto con su esposa Drusila?,Festo,Galión,Sergio Paulo,Félix,D,Félix,Félix escuchó a Pablo acompañado de su esposa Drusila.,Revisar,No,No
QB0928,NT,Hechos,Hechos 25:10-12,Basico,¿Ante quién apeló Pablo cuando defendió su derecho a ser juzgado como ciudadano romano?,Herodes,César,El Sanedrín,El sumo sacerdote,B,César,Pablo apeló a César durante su defensa ante Festo.,Revisar,No,No
QB0929,NT,Hechos,Hechos 26:24-29,Intermedio,¿Qué rey dialogó con Pablo sobre si podía ser persuadido a hacerse cristiano?,Agripa,Herodes Antipas,Félix,Claudio Lisias,A,Agripa,El rey Agripa dialogó con Pablo durante su defensa ante las autoridades.,Revisar,No,No
QB0930,NT,Hechos,Hechos 27:9-12,Avanzado,¿A quiénes dio más crédito el centurión que a la advertencia de Pablo sobre continuar la navegación?,A los soldados y marineros,A los comerciantes de Creta,Al piloto y al dueño del barco,A los pasajeros judíos,C,Al piloto y al dueño del barco,El centurión dio más crédito al piloto y al dueño del barco que a la advertencia de Pablo.,Revisar,No,No
QB0931,NT,Hechos,Hechos 28:1-10,Basico,¿Cómo se llamaba la isla en la que llegaron a tierra después del naufragio?,Chipre,Creta,Rodas,Malta,D,Malta,"Tras llegar a tierra, supieron que la isla se llamaba Malta.",Revisar,No,No
QB0932,NT,Romanos,Romanos 1:3-4,Basico,¿De qué linaje humano presenta Pablo a Jesucristo al inicio de Romanos?,Del linaje de David,De la casa de Leví,Del linaje de Aarón,De la tribu de Benjamín,A,Del linaje de David,"Pablo presenta a Jesucristo, según su humanidad, como descendiente del linaje de David.",Revisar,No,No
QB0933,NT,Romanos,Romanos 1:16,Intermedio,¿De qué dice Pablo que no se avergüenza porque es poder de Dios para salvación?,De sus sufrimientos,Del evangelio,De su ciudadanía romana,De sus viajes,B,Del evangelio,Pablo declara que no se avergüenza del evangelio y lo relaciona con el poder de Dios para salvación.,Revisar,No,No
QB0934,NT,Romanos,Romanos 2:6-11,Basico,¿Con qué criterio afirma Pablo que Dios dará a cada uno lo que corresponde?,Según su linaje,Según su riqueza,Conforme a sus obras,Según su cargo,C,Conforme a sus obras,Romanos 2 señala que Dios juzga sin favoritismos y da a cada persona conforme a sus obras.,Revisar,No,No
QB0935,NT,Romanos,Romanos 3:23,Basico,¿Qué condición común a todas las personas señala Romanos 3:23?,Solo Israel ha pecado,Solo los gentiles han pecado,Nadie ha pecado,Todos han pecado,D,Todos han pecado,Pablo afirma que el pecado alcanza a todos y que nadie puede presumir de estar fuera de esa condición.,Revisar,No,No
QB0936,NT,Romanos,Romanos 3:28,Intermedio,¿Cómo concluye Pablo que una persona es justificada?,Por la fe aparte de las obras de la ley,Por pertenecer a una nación concreta,Por acumular conocimiento,Por realizar viajes religiosos,A,Por la fe aparte de las obras de la ley,Pablo sostiene que la justificación se recibe por la fe y no depende de las obras de la ley.,Revisar,No,No
QB0937,NT,Romanos,Romanos 4:3,Intermedio,¿A qué personaje recurre Pablo para ejemplificar una fe contada como justicia?,Moisés,Abraham,David,Elías,B,Abraham,Pablo cita el caso de Abraham para explicar la relación entre fe y justicia.,Revisar,No,No
QB0938,NT,Romanos,Romanos 5:1,Intermedio,¿Qué resultado relaciona Pablo con haber sido justificados por la fe?,Riqueza material,Autoridad política,Paz con Dios,Ausencia total de pruebas,C,Paz con Dios,Romanos 5 presenta la paz con Dios como consecuencia de la justificación por la fe.,Revisar,No,No
QB0939,NT,Romanos,Romanos 5:12,Avanzado,¿Por medio de cuántas personas dice Pablo que entró el pecado en el mundo al comenzar su explicación?,Por doce personas,Por siete personas,Por dos personas,Por una sola persona,D,Por una sola persona,Pablo introduce su comparación afirmando que el pecado entró en el mundo por medio de una persona.,Revisar,No,No
QB0940,NT,Romanos,Romanos 6:4,Intermedio,¿Con qué propósito de vida relaciona Pablo el bautismo en la muerte de Cristo?,Vivir una vida nueva,Evitar toda responsabilidad,Obtener un cargo público,Regresar a prácticas anteriores,A,Vivir una vida nueva,Pablo relaciona el bautismo con participar en la muerte y resurrección de Cristo para vivir de una manera nueva.,Revisar,No,No
QB0941,NT,Romanos,Romanos 6:23,Basico,¿Qué contraste presenta Pablo entre el resultado del pecado y el don de Dios?,El pecado produce riqueza y Dios exige esfuerzo,El pecado conduce a muerte y Dios ofrece vida,El pecado produce sabiduría y Dios ofrece autoridad,El pecado produce libertad y Dios ofrece obediencia,B,El pecado conduce a muerte y Dios ofrece vida,Pablo contrasta el resultado del pecado con el regalo de vida que procede de Dios.,Revisar,No,No
QB0942,NT,Romanos,Romanos 7:15-20,Avanzado,¿Qué conflicto personal describe Pablo en Romanos 7:15-20?,No sabe qué ciudad visitar,No consigue aprender la ley,Termina haciendo aquello que no quiere realizar,No puede decidir qué oficio ejercer,C,Termina haciendo aquello que no quiere realizar,Pablo describe una tensión interna entre lo que desea hacer y aquello que finalmente realiza.,Revisar,No,No
QB0943,NT,Romanos,Romanos 8:1-2,Basico,¿Qué afirma Pablo sobre quienes están en Cristo Jesús?,Que deben abandonar las ciudades,Que recibirán un cargo especial,Que nunca enfrentarán dificultades,Que no están bajo condenación,D,Que no están bajo condenación,Romanos 8 abre afirmando que quienes están en Cristo no están bajo condenación.,Revisar,No,No
QB0944,NT,Romanos,Romanos 8:26,Avanzado,¿Quién dice Pablo que ayuda en la debilidad cuando no se sabe cómo orar?,El Espíritu,Los gobernantes,Los sacerdotes,Los ángeles,A,El Espíritu,Pablo señala que el Espíritu ayuda en la debilidad e interviene cuando no se sabe cómo orar adecuadamente.,Revisar,No,No
QB0945,NT,Romanos,Romanos 8:38-39,Intermedio,¿Qué convicción expresa Pablo al enumerar diversas fuerzas y circunstancias?,Que todas separan a las personas de Dios,Que ninguna puede separar del amor de Dios en Cristo,Que solo la muerte puede separar,Que solo los ángeles pueden intervenir,B,Que ninguna puede separar del amor de Dios en Cristo,Pablo expresa la convicción de que ninguna de las realidades mencionadas puede separar del amor de Dios en Cristo.,Revisar,No,No
QB0946,NT,Romanos,Romanos 9:6-8,Avanzado,¿Qué distinción introduce Pablo al hablar de la descendencia de Abraham?,Entre habitantes de Judea y Galilea,Entre ricos y pobres,Entre descendencia física y quienes son considerados hijos de la promesa,Entre sacerdotes y levitas,C,Entre descendencia física y quienes son considerados hijos de la promesa,Pablo distingue la descendencia meramente física de quienes son identificados con la promesa.,Revisar,No,No
QB0947,NT,Romanos,Romanos 10:14-17,Intermedio,¿Qué secuencia destaca Pablo respecto de creer y escuchar el mensaje?,Primero gobernar y luego creer,Primero viajar y luego escuchar,Primero aprender otro idioma y luego creer,La fe surge al escuchar el mensaje anunciado,D,La fe surge al escuchar el mensaje anunciado,Pablo relaciona la fe con escuchar el mensaje que es comunicado.,Revisar,No,No
QB0948,NT,Romanos,Romanos 11:17-24,Experto,¿Qué árbol utiliza Pablo como imagen para hablar de ramas naturales y ramas injertadas?,Un olivo,Una higuera,Una vid,Un cedro,A,Un olivo,Pablo desarrolla su comparación utilizando un olivo y ramas que pueden ser cortadas o injertadas.,Revisar,No,No
QB0949,NT,Romanos,Romanos 12:1-2,Intermedio,¿Qué transformación recomienda Pablo en lugar de adaptarse al modo de pensar dominante?,Cambiar únicamente de ciudad,Ser transformados mediante la renovación de la mente,Abandonar todo trabajo,Buscar una autoridad humana,B,Ser transformados mediante la renovación de la mente,Pablo exhorta a no conformarse con el patrón existente y a experimentar una renovación de la manera de pensar.,Revisar,No,No
QB0950,NT,Romanos,Romanos 12:4-5,Basico,¿Qué imagen utiliza Pablo para explicar que muchos miembros forman una unidad?,Una ciudad con puertas,Un ejército con divisiones,Un cuerpo con muchos miembros,Una escuela con estudiantes,C,Un cuerpo con muchos miembros,Pablo compara a la comunidad con un cuerpo compuesto por muchos miembros que forman una sola unidad.,Revisar,No,No
QB0951,NT,Romanos,Romanos 13:1-7,Avanzado,¿Qué principio general presenta Pablo respecto de las autoridades civiles?,Deben ser ignoradas en todo caso,Solo existen para cobrar impuestos,No tienen ninguna función social,Deben ser reconocidas dentro del orden social y se les debe lo que corresponda,D,Deben ser reconocidas dentro del orden social y se les debe lo que corresponda,Pablo trata la relación con las autoridades y menciona obligaciones como respeto e impuestos.,Revisar,No,No
QB0952,NT,Romanos,Romanos 13:8-10,Basico,¿Qué dice Pablo que cumple la ley en relación con el prójimo?,El amor,La riqueza,La autoridad,El conocimiento,A,El amor,Pablo resume diversos mandamientos destacando que el amor al prójimo cumple la ley.,Revisar,No,No
QB0953,NT,Romanos,Romanos 14:1-4,Intermedio,¿Cómo recomienda Pablo recibir a quien es débil en la fe?,Solo después de que cambie sus opiniones,Sin entrar en disputas por opiniones,Exigiéndole que siga todas las costumbres,Separándolo de la comunidad,B,Sin entrar en disputas por opiniones,Pablo pide recibir a la persona débil en la fe sin convertir las diferencias de opinión en motivo de disputa.,Revisar,No,No
QB0954,NT,Romanos,Romanos 15:4,Intermedio,¿Para qué dice Pablo que fueron escritas anteriormente las Escrituras?,Para reemplazar toda enseñanza futura,Para registrar únicamente genealogías,Para instrucción y esperanza,Para conservar solo normas civiles,C,Para instrucción y esperanza,Pablo presenta las Escrituras anteriores como fuente de enseñanza que ayuda a mantener la esperanza.,Revisar,No,No
QB0955,NT,Romanos,Romanos 15:25-28,Avanzado,¿A qué ciudad dice Pablo que se dirige para servir a los creyentes mediante una contribución?,Roma,Corinto,Antioquía,Jerusalén,D,Jerusalén,Pablo explica que se dirige a Jerusalén llevando una contribución destinada a otros creyentes.,Revisar,No,No
QB0956,NT,Romanos,Romanos 16:1-2,Basico,¿Qué mujer recomienda Pablo a la comunidad de Roma al inicio de Romanos 16?,Febe,Priscila,Lidia,Junia,A,Febe,Pablo recomienda a Febe y pide que la reciban y ayuden conforme a las necesidades que tenga.,Revisar,No,No
QB0957,NT,1 Corintios,1 Corintios 1:12-13,Basico,¿Qué problema corrige Pablo cuando algunos creyentes se identifican con distintos líderes?,El abandono de la ciudad,Las divisiones alrededor de líderes,La falta de alimentos,El uso de idiomas,B,Las divisiones alrededor de líderes,Pablo cuestiona la fragmentación de la comunidad en grupos identificados con distintos dirigentes.,Revisar,No,No
QB0958,NT,1 Corintios,1 Corintios 3:5-9,Intermedio,¿Qué comparación agrícola usa Pablo para explicar el trabajo de distintos colaboradores?,Uno construye y otro destruye,Uno recoge y otro vende,Uno planta y otro riega,Uno compra y otro administra,C,Uno planta y otro riega,Pablo describe tareas diferentes dentro de un mismo trabajo y atribuye a Dios el crecimiento.,Revisar,No,No
QB0959,NT,1 Corintios,1 Corintios 6:19-20,Basico,¿Qué imagen utiliza Pablo para describir el cuerpo del creyente en relación con el Espíritu Santo?,Como una casa de comercio,Como una fortaleza militar,Como una escuela,Como un templo,D,Como un templo,Pablo presenta el cuerpo como templo del Espíritu Santo y relaciona esta imagen con la responsabilidad personal.,Revisar,No,No
QB0960,NT,1 Corintios,1 Corintios 7:7-9,Avanzado,¿Qué dice Pablo que cada persona ha recibido de Dios al hablar de distintos estados de vida?,Un don propio,La misma responsabilidad exacta,Una autoridad especial,La misma capacidad,A,Un don propio,Pablo reconoce que las personas pueden recibir dones diferentes y evita imponer una única condición como ideal obligatorio para todos.,Revisar,No,No
QB0961,NT,1 Corintios,1 Corintios 8:1-3,Intermedio,¿Qué contrasta Pablo con el conocimiento que puede producir orgullo?,El poder,El amor,La riqueza,La disciplina,B,El amor,Pablo advierte que el conocimiento puede generar orgullo y destaca el amor como aquello que edifica.,Revisar,No,No
QB0962,NT,1 Corintios,1 Corintios 9:24-27,Avanzado,¿Qué imagen deportiva utiliza Pablo para describir la disciplina orientada a alcanzar una meta?,Un combate naval,Una competencia ecuestre,Una carrera en un estadio,Una expedición de caza,C,Una carrera en un estadio,Pablo compara la disciplina de la vida cristiana con la preparación de quienes compiten en una carrera.,Revisar,No,No
QB0963,NT,1 Corintios,1 Corintios 10:13,Basico,¿Qué afirma Pablo que Dios proporciona junto con la prueba o tentación?,Riqueza automática,Una explicación inmediata,La ausencia total de dificultad,Una salida para poder resistir,D,Una salida para poder resistir,Pablo afirma que Dios limita la prueba y proporciona una manera de resistirla.,Revisar,No,No
QB0964,NT,1 Corintios,1 Corintios 11:23-26,Intermedio,¿Qué dos elementos aparecen en la tradición que Pablo transmite sobre la cena del Señor?,Pan y copa,Aceite e incienso,Agua y miel,Pan y pescado,A,Pan y copa,Pablo transmite una tradición centrada en el pan y la copa durante la cena del Señor.,Revisar,No,No
QB0965,NT,1 Corintios,1 Corintios 12:4-6,Intermedio,¿Qué mantiene Pablo como origen común en medio de la diversidad de dones y servicios?,Un mismo dirigente humano,El mismo Espíritu y la acción de Dios,La misma función para todos,La misma cultura,B,El mismo Espíritu y la acción de Dios,Pablo reconoce variedad de dones y servicios mientras mantiene su origen común en Dios y el Espíritu.,Revisar,No,No
QB0966,NT,1 Corintios,1 Corintios 12:12-20,Avanzado,¿Qué imagen usa Pablo para explicar que la diversidad de miembros no elimina la unidad?,Una ciudad,Un ejército,Un cuerpo,Una familia real,C,Un cuerpo,Pablo explica la unidad en la diversidad mediante la comparación de un cuerpo con muchos miembros.,Revisar,No,No
QB0967,NT,1 Corintios,1 Corintios 13:13,Basico,¿Qué presenta Pablo como la mayor entre fe esperanza y amor?,La fe,La esperanza,Las tres por igual,El amor,D,El amor,Pablo concluye su reflexión destacando el amor como la mayor de estas tres realidades.,Revisar,No,No
QB0968,NT,1 Corintios,1 Corintios 14:26,Avanzado,¿Qué criterio general da Pablo sobre las aportaciones de los miembros cuando la comunidad se reúne?,Que todo contribuya a la edificación,Que solo una persona participe,Que todos hablen al mismo tiempo,Que se eviten todos los dones,A,Que todo contribuya a la edificación,Pablo orienta el uso de diferentes aportaciones hacia la edificación de la comunidad.,Revisar,No,No
QB0969,NT,1 Corintios,1 Corintios 15:3-8,Experto,¿A quién menciona Pablo como una de las primeras personas a las que se apareció Cristo resucitado?,Timoteo,Cefas,Esteban,Tito,B,Cefas,Pablo incluye a Cefas entre los primeros testigos de las apariciones del Cristo resucitado.,Revisar,No,No
QB0970,NT,1 Corintios,1 Corintios 15:12-19,Avanzado,¿Qué consecuencia señala Pablo si se negara la resurrección de los muertos?,Que la ley de Moisés desaparecería,Que Jerusalén sería destruida,Que la proclamación y la fe quedarían sin fundamento,Que los apóstoles dejarían de viajar,C,Que la proclamación y la fe quedarían sin fundamento,Pablo argumenta que negar la resurrección vaciaría de contenido tanto la proclamación apostólica como la fe.,Revisar,No,No
QB0971,NT,1 Corintios,1 Corintios 15:51-53,Avanzado,¿Qué transformación describe Pablo respecto de lo mortal?,Será sustituido por riqueza,Será llevado a otra ciudad,Será devuelto al estado anterior,Se revestirá de inmortalidad,D,Se revestirá de inmortalidad,Pablo describe una transformación en la que lo mortal se reviste de inmortalidad.,Revisar,No,No
QB0972,NT,1 Corintios,1 Corintios 16:1-2,Intermedio,¿Qué práctica recomienda Pablo para preparar la colecta destinada a otros creyentes?,Esperar hasta el último día,Separar regularmente una cantidad según las posibilidades de cada uno,Pedir solo a los dirigentes,Vender todos los bienes de una vez,B,Separar regularmente una cantidad según las posibilidades de cada uno,Pablo recomienda reservar de manera periódica una cantidad proporcionada a los recursos de cada persona.,Revisar,No,No
QB0973,NT,1 Corintios,1 Corintios 16:15-16,Avanzado,¿Qué familia menciona Pablo como de las primeras convertidas en Acaya y dedicada al servicio de los creyentes?,La familia de Crispo,La familia de Gayo,La familia de Sóstenes,La familia de Estéfanas,D,La familia de Estéfanas,Pablo identifica a la casa de Estéfanas entre los primeros creyentes de Acaya y destaca su dedicación al servicio.,Revisar,No,No
QB0974,NT,2 Corintios,2 Corintios 1:3-4,Intermedio,¿Para qué propósito dice Pablo que Dios consuela a los creyentes en sus dificultades?,Para evitar toda prueba,Para que puedan consolar a otros,Para que abandonen sus responsabilidades,Para que no necesiten de nadie,B,Para que puedan consolar a otros,Pablo explica que el consuelo recibido de Dios capacita para consolar a otras personas.,Revisar,No,No
QB0975,NT,2 Corintios,2 Corintios 2:7-8,Basico,¿Qué recomienda Pablo hacer con la persona que ya ha sido reprendida por la comunidad?,Ignorarla por completo,Excluirla definitivamente,"Perdonarla, consolarla y reafirmarle el amor",Enviarla a otra ciudad,C,"Perdonarla, consolarla y reafirmarle el amor","Pablo pide que, después de la corrección, la persona sea perdonada, consolada y acogida con amor.",Revisar,No,No
QB0976,NT,2 Corintios,2 Corintios 3:6,Intermedio,¿Qué dos realidades contrasta Pablo al describir el ministerio del nuevo pacto?,La ley y los profetas,Jerusalén y Corinto,La fe y las obras,La letra y el Espíritu,D,La letra y el Espíritu,Pablo presenta el nuevo pacto diferenciando la letra del Espíritu al explicar el ministerio recibido.,Revisar,No,No
QB0977,NT,2 Corintios,2 Corintios 4:7,Avanzado,¿En qué imagen coloca Pablo el tesoro para destacar que el poder extraordinario procede de Dios?,En recipientes de barro,En cofres de oro,En el templo de Jerusalén,En rollos sellados,A,En recipientes de barro,Pablo usa la imagen de un tesoro en recipientes de barro para subrayar que el poder procede de Dios y no de la persona.,Revisar,No,No
QB0978,NT,2 Corintios,2 Corintios 5:17,Basico,¿Cómo describe Pablo a quien está en Cristo?,Como ciudadano de Corinto,Como una nueva creación,Como miembro del Sanedrín,Como sacerdote del templo,B,Como una nueva creación,Pablo afirma que estar en Cristo implica una realidad nueva respecto de la condición anterior.,Revisar,No,No
QB0979,NT,2 Corintios,2 Corintios 7:6-7,Avanzado,¿Por medio de la llegada de quién recibió Pablo consuelo cuando estaba abatido?,Silas,Timoteo,Tito,Apolos,C,Tito,Pablo señala que Dios lo consoló mediante la llegada de Tito y las noticias que este llevó.,Revisar,No,No
QB0980,NT,2 Corintios,2 Corintios 8:1-5,Basico,¿Qué iglesias pone Pablo como ejemplo de generosidad a pesar de sus dificultades?,Las de Galacia,Las de Judea,Las de Asia,Las de Macedonia,D,Las de Macedonia,Pablo presenta a las iglesias de Macedonia como ejemplo de generosidad aun en medio de sus propias pruebas.,Revisar,No,No
QB0981,NT,2 Corintios,2 Corintios 9:7,Intermedio,¿Con qué actitud indica Pablo que debe realizarse la contribución voluntaria?,Con alegría y decisión libre,Por obligación externa,Para obtener prestigio,Solo cuando otros insistan,A,Con alegría y decisión libre,"Pablo enseña que la contribución debe surgir de una decisión personal y realizarse con alegría, no por presión.",Revisar,No,No
QB0982,NT,2 Corintios,2 Corintios 10:4-5,Avanzado,¿Cómo describe Pablo las armas empleadas en su lucha espiritual?,Como armas militares romanas,Como no humanas y poderosas en Dios para derribar fortalezas,Como instrumentos del templo,Como símbolos sin efecto práctico,B,Como no humanas y poderosas en Dios para derribar fortalezas,Pablo aclara que sus armas no son de carácter humano y atribuye a Dios su eficacia para derribar fortalezas.,Revisar,No,No
QB0983,NT,2 Corintios,2 Corintios 11:32-33,Experto,¿Bajo qué rey vigilaba Damasco el gobernador cuando Pablo escapó por una ventana?,Herodes,Agripa,Aretas,Claudio,C,Aretas,"Pablo recuerda que, bajo el rey Aretas, la ciudad de Damasco era vigilada y él escapó por una abertura del muro.",Revisar,No,No
QB0984,NT,2 Corintios,2 Corintios 13:5,Intermedio,¿Qué pide Pablo que los corintios examinen respecto de sí mismos?,Si poseen suficientes bienes,Si conocen todas las lenguas,Si han viajado a Jerusalén,Si permanecen en la fe,D,Si permanecen en la fe,Pablo exhorta a los corintios a examinarse y comprobar si permanecen en la fe.,Revisar,No,No
QB0985,NT,Gálatas,Gálatas 1:10,Intermedio,¿De quién afirma Pablo que es siervo al contrastar agradar a Dios con agradar a las personas?,De Moisés,De Cristo,De Pedro,De la comunidad de Jerusalén,B,De Cristo,Pablo explica que buscar la aprobación humana sería incompatible con servir a Cristo.,Revisar,No,No
